----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 853,018
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 1.00000e-02
Epoch: [0][0/391]	Time 2.943 (2.943)	Data 0.398 (0.398)	Loss 3.1803 (3.1803)	Prec@1 10.938 (10.938)
Epoch: [0][50/391]	Time 0.326 (0.380)	Data 0.001 (0.012)	Loss 1.8480 (2.2340)	Prec@1 35.938 (18.536)
Epoch: [0][100/391]	Time 0.313 (0.352)	Data 0.001 (0.007)	Loss 1.7470 (2.0523)	Prec@1 37.500 (23.840)
Epoch: [0][150/391]	Time 0.326 (0.337)	Data 0.004 (0.007)	Loss 1.6825 (1.9355)	Prec@1 39.062 (28.047)
Epoch: [0][200/391]	Time 0.328 (0.330)	Data 0.014 (0.006)	Loss 1.4952 (1.8593)	Prec@1 39.844 (30.706)
Epoch: [0][250/391]	Time 0.286 (0.326)	Data 0.001 (0.005)	Loss 1.3781 (1.8047)	Prec@1 46.094 (32.769)
Epoch: [0][300/391]	Time 0.365 (0.322)	Data 0.019 (0.005)	Loss 1.5446 (1.7579)	Prec@1 39.844 (34.673)
Epoch: [0][350/391]	Time 0.310 (0.323)	Data 0.002 (0.005)	Loss 1.4258 (1.7188)	Prec@1 41.406 (36.258)
Test: [0/79]	Time 0.396 (0.396)	Loss 1.3626 (1.3626)	Prec@1 53.125 (53.125)
Test: [50/79]	Time 0.086 (0.091)	Loss 1.4516 (1.4307)	Prec@1 46.094 (48.453)
 * Prec@1 48.040
current lr 1.00000e-02
Epoch: [1][0/391]	Time 0.579 (0.579)	Data 0.286 (0.286)	Loss 1.3355 (1.3355)	Prec@1 50.000 (50.000)
Epoch: [1][50/391]	Time 0.327 (0.323)	Data 0.002 (0.009)	Loss 1.4783 (1.4070)	Prec@1 44.531 (48.131)
Epoch: [1][100/391]	Time 0.328 (0.320)	Data 0.001 (0.006)	Loss 1.4167 (1.3777)	Prec@1 45.312 (49.482)
Epoch: [1][150/391]	Time 0.322 (0.317)	Data 0.037 (0.005)	Loss 1.4067 (1.3559)	Prec@1 52.344 (50.341)
Epoch: [1][200/391]	Time 0.327 (0.313)	Data 0.001 (0.004)	Loss 1.3207 (1.3372)	Prec@1 53.125 (51.263)
Epoch: [1][250/391]	Time 0.328 (0.316)	Data 0.001 (0.004)	Loss 1.2423 (1.3185)	Prec@1 56.250 (51.927)
Epoch: [1][300/391]	Time 0.306 (0.316)	Data 0.002 (0.004)	Loss 1.2254 (1.2988)	Prec@1 54.688 (52.718)
Epoch: [1][350/391]	Time 0.323 (0.314)	Data 0.013 (0.004)	Loss 1.3234 (1.2836)	Prec@1 60.156 (53.336)
Test: [0/79]	Time 0.396 (0.396)	Loss 1.5089 (1.5089)	Prec@1 46.875 (46.875)
Test: [50/79]	Time 0.084 (0.090)	Loss 1.7179 (1.4668)	Prec@1 45.312 (51.547)
 * Prec@1 50.790
current lr 1.00000e-02
Epoch: [2][0/391]	Time 0.675 (0.675)	Data 0.336 (0.336)	Loss 1.1554 (1.1554)	Prec@1 54.688 (54.688)
Epoch: [2][50/391]	Time 0.334 (0.326)	Data 0.001 (0.010)	Loss 1.2769 (1.1428)	Prec@1 51.562 (58.471)
Epoch: [2][100/391]	Time 0.326 (0.325)	Data 0.001 (0.008)	Loss 1.0766 (1.1300)	Prec@1 56.250 (59.274)
Epoch: [2][150/391]	Time 0.323 (0.322)	Data 0.000 (0.006)	Loss 1.0718 (1.1232)	Prec@1 63.281 (59.535)
Epoch: [2][200/391]	Time 0.331 (0.317)	Data 0.001 (0.006)	Loss 1.0413 (1.1135)	Prec@1 63.281 (59.729)
Epoch: [2][250/391]	Time 0.331 (0.318)	Data 0.001 (0.005)	Loss 1.3032 (1.1036)	Prec@1 53.906 (60.209)
Epoch: [2][300/391]	Time 0.310 (0.319)	Data 0.000 (0.005)	Loss 1.1254 (1.0899)	Prec@1 60.938 (60.704)
Epoch: [2][350/391]	Time 0.319 (0.317)	Data 0.014 (0.005)	Loss 1.0664 (1.0791)	Prec@1 64.062 (61.147)
Test: [0/79]	Time 0.382 (0.382)	Loss 1.0582 (1.0582)	Prec@1 67.188 (67.188)
Test: [50/79]	Time 0.089 (0.089)	Loss 1.1454 (1.1767)	Prec@1 61.719 (59.161)
 * Prec@1 58.870
current lr 1.00000e-02
Epoch: [3][0/391]	Time 0.569 (0.569)	Data 0.271 (0.271)	Loss 0.9872 (0.9872)	Prec@1 60.938 (60.938)
Epoch: [3][50/391]	Time 0.285 (0.311)	Data 0.001 (0.009)	Loss 0.7990 (0.9952)	Prec@1 69.531 (64.491)
Epoch: [3][100/391]	Time 0.331 (0.317)	Data 0.003 (0.006)	Loss 0.8757 (0.9923)	Prec@1 72.656 (64.403)
Epoch: [3][150/391]	Time 0.310 (0.318)	Data 0.000 (0.005)	Loss 0.9405 (0.9776)	Prec@1 64.062 (64.792)
Epoch: [3][200/391]	Time 0.325 (0.318)	Data 0.002 (0.005)	Loss 0.9737 (0.9665)	Prec@1 64.844 (65.112)
Epoch: [3][250/391]	Time 0.316 (0.319)	Data 0.000 (0.005)	Loss 0.9456 (0.9603)	Prec@1 60.156 (65.385)
Epoch: [3][300/391]	Time 0.330 (0.317)	Data 0.002 (0.005)	Loss 0.7754 (0.9517)	Prec@1 71.875 (65.905)
Epoch: [3][350/391]	Time 0.299 (0.316)	Data 0.001 (0.004)	Loss 1.0684 (0.9471)	Prec@1 59.375 (65.948)
Test: [0/79]	Time 0.360 (0.360)	Loss 0.9781 (0.9781)	Prec@1 62.500 (62.500)
Test: [50/79]	Time 0.087 (0.091)	Loss 1.0582 (1.0694)	Prec@1 67.969 (63.710)
 * Prec@1 63.530
current lr 1.00000e-02
Epoch: [4][0/391]	Time 0.592 (0.592)	Data 0.280 (0.280)	Loss 0.8030 (0.8030)	Prec@1 69.531 (69.531)
Epoch: [4][50/391]	Time 0.326 (0.328)	Data 0.010 (0.009)	Loss 0.7622 (0.9027)	Prec@1 72.656 (67.570)
Epoch: [4][100/391]	Time 0.304 (0.318)	Data 0.002 (0.006)	Loss 0.8611 (0.8810)	Prec@1 68.750 (68.564)
Epoch: [4][150/391]	Time 0.325 (0.318)	Data 0.004 (0.005)	Loss 0.7883 (0.8687)	Prec@1 71.875 (69.009)
Epoch: [4][200/391]	Time 0.330 (0.318)	Data 0.000 (0.005)	Loss 1.0609 (0.8605)	Prec@1 65.625 (69.446)
Epoch: [4][250/391]	Time 0.321 (0.317)	Data 0.001 (0.005)	Loss 0.8043 (0.8583)	Prec@1 71.094 (69.534)
Epoch: [4][300/391]	Time 0.312 (0.317)	Data 0.002 (0.004)	Loss 0.8414 (0.8527)	Prec@1 66.406 (69.687)
Epoch: [4][350/391]	Time 0.249 (0.316)	Data 0.004 (0.004)	Loss 0.8014 (0.8479)	Prec@1 72.656 (69.956)
Test: [0/79]	Time 0.333 (0.333)	Loss 0.7928 (0.7928)	Prec@1 71.094 (71.094)
Test: [50/79]	Time 0.077 (0.090)	Loss 0.9859 (0.9109)	Prec@1 67.188 (67.907)
 * Prec@1 68.020
current lr 1.00000e-02
Epoch: [5][0/391]	Time 0.723 (0.723)	Data 0.400 (0.400)	Loss 0.7673 (0.7673)	Prec@1 68.750 (68.750)
Epoch: [5][50/391]	Time 0.320 (0.331)	Data 0.001 (0.011)	Loss 0.9018 (0.7960)	Prec@1 71.094 (72.289)
Epoch: [5][100/391]	Time 0.325 (0.325)	Data 0.005 (0.008)	Loss 0.6988 (0.7918)	Prec@1 73.438 (72.053)
Epoch: [5][150/391]	Time 0.322 (0.323)	Data 0.002 (0.006)	Loss 0.8723 (0.7953)	Prec@1 65.625 (71.927)
Epoch: [5][200/391]	Time 0.322 (0.320)	Data 0.003 (0.006)	Loss 0.7597 (0.7898)	Prec@1 75.000 (72.062)
Epoch: [5][250/391]	Time 0.330 (0.319)	Data 0.000 (0.005)	Loss 0.7316 (0.7877)	Prec@1 72.656 (72.090)
Epoch: [5][300/391]	Time 0.331 (0.318)	Data 0.004 (0.005)	Loss 0.8816 (0.7866)	Prec@1 67.969 (72.124)
Epoch: [5][350/391]	Time 0.319 (0.319)	Data 0.002 (0.004)	Loss 0.6377 (0.7822)	Prec@1 78.906 (72.309)
Test: [0/79]	Time 0.306 (0.306)	Loss 0.8688 (0.8688)	Prec@1 67.969 (67.969)
Test: [50/79]	Time 0.097 (0.089)	Loss 1.0031 (0.8619)	Prec@1 65.625 (70.512)
 * Prec@1 70.570
current lr 1.00000e-02
Epoch: [6][0/391]	Time 0.580 (0.580)	Data 0.259 (0.259)	Loss 0.5742 (0.5742)	Prec@1 79.688 (79.688)
Epoch: [6][50/391]	Time 0.327 (0.322)	Data 0.002 (0.009)	Loss 0.9096 (0.7398)	Prec@1 71.875 (73.683)
Epoch: [6][100/391]	Time 0.263 (0.319)	Data 0.001 (0.006)	Loss 0.7207 (0.7401)	Prec@1 76.562 (73.917)
Epoch: [6][150/391]	Time 0.299 (0.314)	Data 0.002 (0.005)	Loss 0.6867 (0.7362)	Prec@1 72.656 (74.095)
Epoch: [6][200/391]	Time 0.330 (0.317)	Data 0.006 (0.005)	Loss 0.6736 (0.7337)	Prec@1 75.000 (74.048)
Epoch: [6][250/391]	Time 0.289 (0.317)	Data 0.008 (0.005)	Loss 0.7313 (0.7283)	Prec@1 75.000 (74.328)
Epoch: [6][300/391]	Time 0.288 (0.315)	Data 0.001 (0.004)	Loss 0.7719 (0.7248)	Prec@1 75.000 (74.499)
Epoch: [6][350/391]	Time 0.333 (0.315)	Data 0.001 (0.004)	Loss 0.6797 (0.7202)	Prec@1 74.219 (74.635)
Test: [0/79]	Time 0.318 (0.318)	Loss 0.7351 (0.7351)	Prec@1 71.094 (71.094)
Test: [50/79]	Time 0.084 (0.084)	Loss 0.8461 (0.8424)	Prec@1 70.312 (72.457)
 * Prec@1 72.300
current lr 1.00000e-02
Epoch: [7][0/391]	Time 0.588 (0.588)	Data 0.269 (0.269)	Loss 0.6360 (0.6360)	Prec@1 78.125 (78.125)
Epoch: [7][50/391]	Time 0.284 (0.326)	Data 0.001 (0.009)	Loss 0.5950 (0.6886)	Prec@1 78.125 (75.812)
Epoch: [7][100/391]	Time 0.310 (0.320)	Data 0.000 (0.006)	Loss 0.7799 (0.6835)	Prec@1 70.312 (76.013)
Epoch: [7][150/391]	Time 0.310 (0.314)	Data 0.012 (0.005)	Loss 0.6214 (0.6808)	Prec@1 78.125 (76.330)
Epoch: [7][200/391]	Time 0.329 (0.316)	Data 0.001 (0.005)	Loss 0.7833 (0.6796)	Prec@1 71.875 (76.306)
Epoch: [7][250/391]	Time 0.330 (0.317)	Data 0.001 (0.005)	Loss 0.6445 (0.6770)	Prec@1 75.000 (76.366)
Epoch: [7][300/391]	Time 0.316 (0.315)	Data 0.000 (0.004)	Loss 0.5552 (0.6714)	Prec@1 82.812 (76.565)
Epoch: [7][350/391]	Time 0.341 (0.317)	Data 0.000 (0.004)	Loss 0.6637 (0.6702)	Prec@1 74.219 (76.607)
Test: [0/79]	Time 0.243 (0.243)	Loss 0.8673 (0.8673)	Prec@1 71.875 (71.875)
Test: [50/79]	Time 0.085 (0.085)	Loss 0.9688 (0.9096)	Prec@1 70.312 (71.078)
 * Prec@1 71.460
current lr 1.00000e-02
Epoch: [8][0/391]	Time 0.571 (0.571)	Data 0.297 (0.297)	Loss 0.7169 (0.7169)	Prec@1 75.000 (75.000)
Epoch: [8][50/391]	Time 0.332 (0.322)	Data 0.001 (0.011)	Loss 0.7468 (0.6492)	Prec@1 78.125 (77.696)
Epoch: [8][100/391]	Time 0.327 (0.318)	Data 0.002 (0.007)	Loss 0.6864 (0.6408)	Prec@1 73.438 (77.622)
Epoch: [8][150/391]	Time 0.297 (0.320)	Data 0.008 (0.006)	Loss 0.6429 (0.6317)	Prec@1 77.344 (77.804)
Epoch: [8][200/391]	Time 0.319 (0.320)	Data 0.002 (0.005)	Loss 0.5624 (0.6269)	Prec@1 83.594 (78.016)
Epoch: [8][250/391]	Time 0.315 (0.317)	Data 0.001 (0.005)	Loss 0.7815 (0.6285)	Prec@1 75.781 (78.004)
Epoch: [8][300/391]	Time 0.293 (0.316)	Data 0.001 (0.005)	Loss 0.6362 (0.6256)	Prec@1 78.125 (78.154)
Epoch: [8][350/391]	Time 0.327 (0.316)	Data 0.000 (0.005)	Loss 0.6493 (0.6277)	Prec@1 73.438 (78.098)
Test: [0/79]	Time 0.335 (0.335)	Loss 0.6060 (0.6060)	Prec@1 78.125 (78.125)
Test: [50/79]	Time 0.086 (0.090)	Loss 0.8261 (0.7469)	Prec@1 71.094 (74.786)
 * Prec@1 74.610
current lr 1.00000e-02
Epoch: [9][0/391]	Time 0.618 (0.618)	Data 0.304 (0.304)	Loss 0.4738 (0.4738)	Prec@1 82.031 (82.031)
Epoch: [9][50/391]	Time 0.316 (0.312)	Data 0.001 (0.008)	Loss 0.5066 (0.5710)	Prec@1 82.031 (80.009)
Epoch: [9][100/391]	Time 0.328 (0.312)	Data 0.004 (0.006)	Loss 0.6420 (0.5847)	Prec@1 80.469 (79.463)
Epoch: [9][150/391]	Time 0.315 (0.317)	Data 0.001 (0.005)	Loss 0.6426 (0.5931)	Prec@1 80.469 (79.206)
Epoch: [9][200/391]	Time 0.321 (0.315)	Data 0.001 (0.005)	Loss 0.5709 (0.5986)	Prec@1 82.031 (79.019)
Epoch: [9][250/391]	Time 0.317 (0.316)	Data 0.002 (0.004)	Loss 0.6252 (0.5971)	Prec@1 79.688 (79.081)
Epoch: [9][300/391]	Time 0.307 (0.316)	Data 0.003 (0.004)	Loss 0.6419 (0.5948)	Prec@1 76.562 (79.163)
Epoch: [9][350/391]	Time 0.323 (0.314)	Data 0.000 (0.004)	Loss 0.6904 (0.5953)	Prec@1 77.344 (79.222)
Test: [0/79]	Time 0.377 (0.377)	Loss 0.5630 (0.5630)	Prec@1 78.906 (78.906)
Test: [50/79]	Time 0.087 (0.087)	Loss 0.6896 (0.6170)	Prec@1 78.906 (78.937)
 * Prec@1 78.820
current lr 1.00000e-02
Epoch: [10][0/391]	Time 0.665 (0.665)	Data 0.338 (0.338)	Loss 0.4620 (0.4620)	Prec@1 81.250 (81.250)
Epoch: [10][50/391]	Time 0.297 (0.326)	Data 0.001 (0.009)	Loss 0.5465 (0.5714)	Prec@1 85.156 (79.718)
Epoch: [10][100/391]	Time 0.322 (0.322)	Data 0.001 (0.007)	Loss 0.5223 (0.5616)	Prec@1 80.469 (80.314)
Epoch: [10][150/391]	Time 0.268 (0.319)	Data 0.001 (0.006)	Loss 0.5656 (0.5656)	Prec@1 81.250 (80.091)
Epoch: [10][200/391]	Time 0.301 (0.314)	Data 0.001 (0.006)	Loss 0.4826 (0.5660)	Prec@1 80.469 (80.080)
Epoch: [10][250/391]	Time 0.317 (0.315)	Data 0.001 (0.005)	Loss 0.5896 (0.5670)	Prec@1 80.469 (80.064)
Epoch: [10][300/391]	Time 0.313 (0.316)	Data 0.001 (0.005)	Loss 0.7048 (0.5655)	Prec@1 74.219 (80.048)
Epoch: [10][350/391]	Time 0.306 (0.316)	Data 0.005 (0.005)	Loss 0.3927 (0.5662)	Prec@1 88.281 (79.943)
Test: [0/79]	Time 0.402 (0.402)	Loss 0.7120 (0.7120)	Prec@1 71.875 (71.875)
Test: [50/79]	Time 0.077 (0.087)	Loss 0.7636 (0.7683)	Prec@1 71.875 (74.816)
 * Prec@1 74.730
current lr 1.00000e-02
Epoch: [11][0/391]	Time 0.674 (0.674)	Data 0.382 (0.382)	Loss 0.6257 (0.6257)	Prec@1 78.125 (78.125)
Epoch: [11][50/391]	Time 0.327 (0.325)	Data 0.008 (0.009)	Loss 0.5217 (0.5526)	Prec@1 78.125 (80.484)
Epoch: [11][100/391]	Time 0.328 (0.320)	Data 0.003 (0.007)	Loss 0.5929 (0.5492)	Prec@1 80.469 (80.476)
Epoch: [11][150/391]	Time 0.318 (0.318)	Data 0.001 (0.005)	Loss 0.7079 (0.5380)	Prec@1 78.125 (81.131)
Epoch: [11][200/391]	Time 0.345 (0.320)	Data 0.013 (0.005)	Loss 0.5573 (0.5364)	Prec@1 78.906 (81.402)
Epoch: [11][250/391]	Time 0.279 (0.316)	Data 0.001 (0.005)	Loss 0.5281 (0.5361)	Prec@1 81.250 (81.468)
Epoch: [11][300/391]	Time 0.326 (0.317)	Data 0.006 (0.004)	Loss 0.5454 (0.5363)	Prec@1 80.469 (81.338)
Epoch: [11][350/391]	Time 0.321 (0.317)	Data 0.011 (0.004)	Loss 0.4766 (0.5383)	Prec@1 85.156 (81.306)
Test: [0/79]	Time 0.334 (0.334)	Loss 0.8123 (0.8123)	Prec@1 75.781 (75.781)
Test: [50/79]	Time 0.096 (0.089)	Loss 0.9463 (0.8330)	Prec@1 70.312 (73.146)
 * Prec@1 73.500
current lr 1.00000e-02
Epoch: [12][0/391]	Time 0.614 (0.614)	Data 0.303 (0.303)	Loss 0.4478 (0.4478)	Prec@1 82.031 (82.031)
Epoch: [12][50/391]	Time 0.317 (0.324)	Data 0.000 (0.009)	Loss 0.4432 (0.5127)	Prec@1 87.500 (82.062)
Epoch: [12][100/391]	Time 0.291 (0.309)	Data 0.004 (0.006)	Loss 0.5605 (0.5195)	Prec@1 78.906 (81.838)
Epoch: [12][150/391]	Time 0.332 (0.313)	Data 0.001 (0.005)	Loss 0.5446 (0.5193)	Prec@1 78.906 (81.752)
Epoch: [12][200/391]	Time 0.292 (0.317)	Data 0.005 (0.005)	Loss 0.5046 (0.5152)	Prec@1 85.156 (81.880)
Epoch: [12][250/391]	Time 0.322 (0.315)	Data 0.002 (0.005)	Loss 0.4579 (0.5126)	Prec@1 85.156 (82.106)
Epoch: [12][300/391]	Time 0.328 (0.316)	Data 0.015 (0.004)	Loss 0.6480 (0.5153)	Prec@1 80.469 (82.101)
Epoch: [12][350/391]	Time 0.297 (0.315)	Data 0.001 (0.004)	Loss 0.6822 (0.5162)	Prec@1 77.344 (82.096)
Test: [0/79]	Time 0.400 (0.400)	Loss 0.6869 (0.6869)	Prec@1 73.438 (73.438)
Test: [50/79]	Time 0.084 (0.092)	Loss 0.7502 (0.7141)	Prec@1 71.094 (76.578)
 * Prec@1 76.550
current lr 1.00000e-02
Epoch: [13][0/391]	Time 0.552 (0.552)	Data 0.234 (0.234)	Loss 0.5650 (0.5650)	Prec@1 78.125 (78.125)
Epoch: [13][50/391]	Time 0.316 (0.321)	Data 0.007 (0.009)	Loss 0.4354 (0.4889)	Prec@1 85.938 (82.858)
Epoch: [13][100/391]	Time 0.319 (0.321)	Data 0.001 (0.008)	Loss 0.4510 (0.4883)	Prec@1 82.812 (82.990)
Epoch: [13][150/391]	Time 0.317 (0.317)	Data 0.001 (0.006)	Loss 0.5232 (0.4939)	Prec@1 79.688 (82.906)
Epoch: [13][200/391]	Time 0.327 (0.315)	Data 0.003 (0.006)	Loss 0.4404 (0.4927)	Prec@1 82.812 (82.917)
Epoch: [13][250/391]	Time 0.304 (0.316)	Data 0.003 (0.005)	Loss 0.4364 (0.4953)	Prec@1 79.688 (82.725)
Epoch: [13][300/391]	Time 0.331 (0.315)	Data 0.017 (0.005)	Loss 0.5818 (0.4947)	Prec@1 80.469 (82.729)
Epoch: [13][350/391]	Time 0.327 (0.317)	Data 0.000 (0.005)	Loss 0.6181 (0.4928)	Prec@1 79.688 (82.844)
Test: [0/79]	Time 0.426 (0.426)	Loss 0.5099 (0.5099)	Prec@1 79.688 (79.688)
Test: [50/79]	Time 0.079 (0.084)	Loss 0.6554 (0.5900)	Prec@1 78.125 (80.637)
 * Prec@1 80.590
current lr 1.00000e-02
Epoch: [14][0/391]	Time 0.623 (0.623)	Data 0.332 (0.332)	Loss 0.4759 (0.4759)	Prec@1 82.031 (82.031)
Epoch: [14][50/391]	Time 0.330 (0.315)	Data 0.010 (0.011)	Loss 0.4300 (0.4858)	Prec@1 86.719 (83.395)
