----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 848,304
Non-trainable params: 4,714
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 1.00000e-02
Epoch: [0][0/391]	Time 3.095 (3.095)	Data 0.398 (0.398)	Loss 4.4138 (4.4138)	Prec@1 7.031 (7.031)
Epoch: [0][50/391]	Time 0.486 (0.538)	Data 0.002 (0.009)	Loss 4.2639 (4.3672)	Prec@1 10.156 (9.926)
Epoch: [0][100/391]	Time 0.483 (0.502)	Data 0.001 (0.006)	Loss 3.9928 (4.1736)	Prec@1 6.250 (9.955)
Epoch: [0][150/391]	Time 0.444 (0.492)	Data 0.002 (0.005)	Loss 3.6073 (4.0120)	Prec@1 11.719 (9.861)
Epoch: [0][200/391]	Time 0.469 (0.483)	Data 0.001 (0.004)	Loss 3.5100 (3.8657)	Prec@1 8.594 (10.102)
Epoch: [0][250/391]	Time 0.420 (0.481)	Data 0.000 (0.004)	Loss 3.1522 (3.7543)	Prec@1 8.594 (10.004)
Epoch: [0][300/391]	Time 0.480 (0.477)	Data 0.000 (0.004)	Loss 2.9177 (3.6483)	Prec@1 7.031 (10.133)
Epoch: [0][350/391]	Time 0.546 (0.478)	Data 0.005 (0.004)	Loss 3.3102 (3.5582)	Prec@1 10.938 (10.268)
Test: [0/79]	Time 0.334 (0.334)	Loss 2.7821 (2.7821)	Prec@1 8.594 (8.594)
Test: [50/79]	Time 0.084 (0.087)	Loss 2.9605 (2.8174)	Prec@1 4.688 (10.677)
 * Prec@1 10.740
current lr 1.00000e-02
Epoch: [1][0/391]	Time 0.832 (0.832)	Data 0.370 (0.370)	Loss 2.8012 (2.8012)	Prec@1 10.938 (10.938)
Epoch: [1][50/391]	Time 0.522 (0.497)	Data 0.002 (0.011)	Loss 2.9071 (2.8576)	Prec@1 10.156 (11.550)
Epoch: [1][100/391]	Time 0.546 (0.482)	Data 0.002 (0.006)	Loss 2.7069 (2.8467)	Prec@1 7.812 (11.154)
Epoch: [1][150/391]	Time 0.521 (0.480)	Data 0.016 (0.005)	Loss 2.8422 (2.8267)	Prec@1 13.281 (11.294)
Epoch: [1][200/391]	Time 0.510 (0.482)	Data 0.008 (0.005)	Loss 2.7285 (2.8090)	Prec@1 10.156 (11.350)
Epoch: [1][250/391]	Time 0.451 (0.481)	Data 0.014 (0.005)	Loss 2.6217 (2.7891)	Prec@1 11.719 (11.314)
Epoch: [1][300/391]	Time 0.476 (0.481)	Data 0.003 (0.005)	Loss 2.9265 (2.7719)	Prec@1 6.250 (11.342)
Epoch: [1][350/391]	Time 0.449 (0.480)	Data 0.000 (0.004)	Loss 2.8090 (2.7528)	Prec@1 8.594 (11.512)
Test: [0/79]	Time 0.342 (0.342)	Loss 2.4122 (2.4122)	Prec@1 9.375 (9.375)
Test: [50/79]	Time 0.077 (0.090)	Loss 2.5531 (2.4830)	Prec@1 7.031 (12.362)
 * Prec@1 12.570
current lr 1.00000e-02
Epoch: [2][0/391]	Time 0.779 (0.779)	Data 0.302 (0.302)	Loss 2.6270 (2.6270)	Prec@1 12.500 (12.500)
Epoch: [2][50/391]	Time 0.490 (0.470)	Data 0.000 (0.009)	Loss 2.7860 (2.6171)	Prec@1 10.156 (12.531)
Epoch: [2][100/391]	Time 0.470 (0.475)	Data 0.005 (0.006)	Loss 2.6049 (2.6001)	Prec@1 15.625 (12.848)
Epoch: [2][150/391]	Time 0.493 (0.477)	Data 0.002 (0.005)	Loss 2.6255 (2.5693)	Prec@1 11.719 (13.281)
Epoch: [2][200/391]	Time 0.463 (0.475)	Data 0.013 (0.004)	Loss 2.5600 (2.5501)	Prec@1 12.500 (13.421)
Epoch: [2][250/391]	Time 0.456 (0.475)	Data 0.000 (0.004)	Loss 2.6336 (2.5388)	Prec@1 12.500 (13.652)
Epoch: [2][300/391]	Time 0.490 (0.475)	Data 0.000 (0.004)	Loss 2.4351 (2.5260)	Prec@1 8.594 (13.787)
Epoch: [2][350/391]	Time 0.464 (0.475)	Data 0.000 (0.004)	Loss 2.3954 (2.5132)	Prec@1 17.969 (14.005)
Test: [0/79]	Time 0.322 (0.322)	Loss 2.2957 (2.2957)	Prec@1 13.281 (13.281)
Test: [50/79]	Time 0.083 (0.089)	Loss 2.3710 (2.3474)	Prec@1 10.156 (16.330)
 * Prec@1 16.520
current lr 1.00000e-02
Epoch: [3][0/391]	Time 0.762 (0.762)	Data 0.306 (0.306)	Loss 2.2785 (2.2785)	Prec@1 16.406 (16.406)
Epoch: [3][50/391]	Time 0.463 (0.479)	Data 0.004 (0.008)	Loss 2.4536 (2.4102)	Prec@1 13.281 (16.161)
Epoch: [3][100/391]	Time 0.451 (0.477)	Data 0.004 (0.006)	Loss 2.2599 (2.4252)	Prec@1 17.969 (16.197)
Epoch: [3][150/391]	Time 0.478 (0.476)	Data 0.001 (0.005)	Loss 2.8219 (2.4301)	Prec@1 13.281 (16.075)
Epoch: [3][200/391]	Time 0.511 (0.478)	Data 0.001 (0.005)	Loss 2.3892 (2.4211)	Prec@1 11.719 (16.363)
Epoch: [3][250/391]	Time 0.437 (0.478)	Data 0.000 (0.004)	Loss 2.3725 (2.4190)	Prec@1 20.312 (16.596)
Epoch: [3][300/391]	Time 0.512 (0.477)	Data 0.028 (0.004)	Loss 2.5906 (2.4106)	Prec@1 17.188 (16.995)
Epoch: [3][350/391]	Time 0.494 (0.476)	Data 0.001 (0.004)	Loss 2.5025 (2.4027)	Prec@1 16.406 (17.210)
Test: [0/79]	Time 0.381 (0.381)	Loss 2.2408 (2.2408)	Prec@1 21.875 (21.875)
Test: [50/79]	Time 0.074 (0.086)	Loss 2.2964 (2.3032)	Prec@1 17.969 (21.400)
 * Prec@1 21.570
current lr 1.00000e-02
Epoch: [4][0/391]	Time 0.762 (0.762)	Data 0.270 (0.270)	Loss 2.3200 (2.3200)	Prec@1 17.188 (17.188)
Epoch: [4][50/391]	Time 0.490 (0.482)	Data 0.010 (0.008)	Loss 2.5401 (2.3521)	Prec@1 19.531 (18.919)
Epoch: [4][100/391]	Time 0.485 (0.475)	Data 0.001 (0.005)	Loss 2.1720 (2.3513)	Prec@1 18.750 (19.214)
Epoch: [4][150/391]	Time 0.501 (0.477)	Data 0.001 (0.004)	Loss 2.4120 (2.3446)	Prec@1 15.625 (19.210)
Epoch: [4][200/391]	Time 0.506 (0.476)	Data 0.015 (0.004)	Loss 2.1861 (2.3323)	Prec@1 21.094 (19.372)
Epoch: [4][250/391]	Time 0.527 (0.475)	Data 0.017 (0.004)	Loss 2.2111 (2.3281)	Prec@1 19.531 (19.388)
Epoch: [4][300/391]	Time 0.482 (0.476)	Data 0.014 (0.004)	Loss 2.2283 (2.3247)	Prec@1 24.219 (19.485)
Epoch: [4][350/391]	Time 0.492 (0.476)	Data 0.000 (0.004)	Loss 2.0653 (2.3239)	Prec@1 21.094 (19.520)
Test: [0/79]	Time 0.326 (0.326)	Loss 2.2029 (2.2029)	Prec@1 22.656 (22.656)
Test: [50/79]	Time 0.086 (0.088)	Loss 2.2175 (2.2477)	Prec@1 17.969 (21.952)
 * Prec@1 22.120
current lr 1.00000e-02
Epoch: [5][0/391]	Time 0.721 (0.721)	Data 0.257 (0.257)	Loss 2.1974 (2.1974)	Prec@1 23.438 (23.438)
Epoch: [5][50/391]	Time 0.479 (0.488)	Data 0.006 (0.008)	Loss 2.1553 (2.2716)	Prec@1 17.969 (20.634)
Epoch: [5][100/391]	Time 0.482 (0.482)	Data 0.000 (0.006)	Loss 2.3290 (2.2673)	Prec@1 21.875 (20.490)
Epoch: [5][150/391]	Time 0.432 (0.481)	Data 0.000 (0.005)	Loss 2.1138 (2.2694)	Prec@1 21.875 (20.312)
Epoch: [5][200/391]	Time 0.474 (0.476)	Data 0.000 (0.004)	Loss 2.5162 (2.2679)	Prec@1 17.188 (20.503)
Epoch: [5][250/391]	Time 0.473 (0.479)	Data 0.015 (0.004)	Loss 2.2825 (2.2610)	Prec@1 17.969 (20.720)
Epoch: [5][300/391]	Time 0.464 (0.479)	Data 0.000 (0.004)	Loss 2.2125 (2.2605)	Prec@1 18.750 (20.712)
Epoch: [5][350/391]	Time 0.515 (0.478)	Data 0.000 (0.004)	Loss 2.2745 (2.2580)	Prec@1 18.750 (20.722)
Test: [0/79]	Time 0.394 (0.394)	Loss 2.1644 (2.1644)	Prec@1 21.875 (21.875)
Test: [50/79]	Time 0.091 (0.091)	Loss 2.1413 (2.2089)	Prec@1 18.750 (21.890)
 * Prec@1 22.160
current lr 1.00000e-02
Epoch: [6][0/391]	Time 0.772 (0.772)	Data 0.277 (0.277)	Loss 2.3109 (2.3109)	Prec@1 21.094 (21.094)
Epoch: [6][50/391]	Time 0.419 (0.485)	Data 0.000 (0.008)	Loss 2.3838 (2.2233)	Prec@1 20.312 (21.293)
Epoch: [6][100/391]	Time 0.466 (0.480)	Data 0.000 (0.006)	Loss 2.5553 (2.2283)	Prec@1 13.281 (21.094)
Epoch: [6][150/391]	Time 0.449 (0.479)	Data 0.000 (0.005)	Loss 2.3506 (2.2272)	Prec@1 18.750 (21.016)
Epoch: [6][200/391]	Time 0.456 (0.481)	Data 0.001 (0.004)	Loss 2.1567 (2.2276)	Prec@1 19.531 (21.129)
Epoch: [6][250/391]	Time 0.451 (0.478)	Data 0.004 (0.004)	Loss 2.1587 (2.2230)	Prec@1 15.625 (21.271)
Epoch: [6][300/391]	Time 0.469 (0.479)	Data 0.000 (0.004)	Loss 2.0882 (2.2194)	Prec@1 17.969 (21.314)
Epoch: [6][350/391]	Time 0.541 (0.480)	Data 0.001 (0.004)	Loss 2.2189 (2.2134)	Prec@1 18.750 (21.347)
Test: [0/79]	Time 0.281 (0.281)	Loss 2.1244 (2.1244)	Prec@1 21.875 (21.875)
Test: [50/79]	Time 0.072 (0.087)	Loss 2.1016 (2.1744)	Prec@1 18.750 (22.074)
 * Prec@1 22.450
current lr 1.00000e-02
Epoch: [7][0/391]	Time 0.772 (0.772)	Data 0.343 (0.343)	Loss 2.0498 (2.0498)	Prec@1 22.656 (22.656)
Epoch: [7][50/391]	Time 0.487 (0.477)	Data 0.001 (0.009)	Loss 2.1386 (2.1977)	Prec@1 18.750 (21.415)
Epoch: [7][100/391]	Time 0.484 (0.481)	Data 0.001 (0.006)	Loss 2.1355 (2.1955)	Prec@1 21.875 (21.434)
Epoch: [7][150/391]	Time 0.481 (0.479)	Data 0.001 (0.005)	Loss 2.1535 (2.1821)	Prec@1 14.844 (21.642)
Epoch: [7][200/391]	Time 0.469 (0.478)	Data 0.001 (0.004)	Loss 2.1804 (2.1775)	Prec@1 25.000 (21.809)
Epoch: [7][250/391]	Time 0.486 (0.477)	Data 0.000 (0.004)	Loss 2.4829 (2.1783)	Prec@1 21.875 (21.775)
Epoch: [7][300/391]	Time 0.482 (0.478)	Data 0.003 (0.004)	Loss 2.1676 (2.1767)	Prec@1 17.188 (21.390)
Epoch: [7][350/391]	Time 0.468 (0.477)	Data 0.001 (0.004)	Loss 2.1102 (2.1781)	Prec@1 23.438 (21.323)
Test: [0/79]	Time 0.378 (0.378)	Loss 2.1033 (2.1033)	Prec@1 20.312 (20.312)
Test: [50/79]	Time 0.085 (0.092)	Loss 2.0673 (2.1537)	Prec@1 18.750 (21.967)
 * Prec@1 22.520
current lr 1.00000e-02
Epoch: [8][0/391]	Time 0.760 (0.760)	Data 0.319 (0.319)	Loss 2.0800 (2.0800)	Prec@1 19.531 (19.531)
Epoch: [8][50/391]	Time 0.497 (0.486)	Data 0.001 (0.010)	Loss 2.1468 (2.1660)	Prec@1 17.188 (21.354)
Epoch: [8][100/391]	Time 0.411 (0.478)	Data 0.001 (0.006)	Loss 2.2156 (2.1591)	Prec@1 23.438 (21.836)
Epoch: [8][150/391]	Time 0.536 (0.478)	Data 0.001 (0.005)	Loss 2.3512 (2.1565)	Prec@1 13.281 (21.797)
Epoch: [8][200/391]	Time 0.435 (0.476)	Data 0.000 (0.005)	Loss 2.2429 (2.1540)	Prec@1 18.750 (21.832)
Epoch: [8][250/391]	Time 0.478 (0.478)	Data 0.010 (0.005)	Loss 2.2079 (2.1516)	Prec@1 19.531 (21.788)
Epoch: [8][300/391]	Time 0.465 (0.476)	Data 0.000 (0.004)	Loss 2.2707 (2.1477)	Prec@1 19.531 (21.818)
Epoch: [8][350/391]	Time 0.450 (0.477)	Data 0.007 (0.004)	Loss 2.1596 (2.1442)	Prec@1 18.750 (21.795)
Test: [0/79]	Time 0.396 (0.396)	Loss 2.0753 (2.0753)	Prec@1 24.219 (24.219)
Test: [50/79]	Time 0.085 (0.090)	Loss 2.0381 (2.1194)	Prec@1 21.875 (22.488)
 * Prec@1 23.030
current lr 1.00000e-02
Epoch: [9][0/391]	Time 0.894 (0.894)	Data 0.386 (0.386)	Loss 2.2500 (2.2500)	Prec@1 21.875 (21.875)
Epoch: [9][50/391]	Time 0.480 (0.478)	Data 0.001 (0.010)	Loss 1.9955 (2.1270)	Prec@1 21.094 (22.855)
Epoch: [9][100/391]	Time 0.500 (0.473)	Data 0.000 (0.006)	Loss 2.0385 (2.1091)	Prec@1 25.781 (23.097)
Epoch: [9][150/391]	Time 0.489 (0.479)	Data 0.001 (0.005)	Loss 2.0674 (2.1202)	Prec@1 22.656 (22.625)
Epoch: [9][200/391]	Time 0.463 (0.474)	Data 0.004 (0.004)	Loss 2.1533 (2.1212)	Prec@1 18.750 (22.505)
Epoch: [9][250/391]	Time 0.473 (0.475)	Data 0.001 (0.004)	Loss 2.0070 (2.1209)	Prec@1 29.688 (22.435)
Epoch: [9][300/391]	Time 0.503 (0.475)	Data 0.014 (0.004)	Loss 2.2527 (2.1172)	Prec@1 22.656 (22.524)
Epoch: [9][350/391]	Time 0.472 (0.475)	Data 0.002 (0.003)	Loss 2.0818 (2.1182)	Prec@1 19.531 (22.567)
Test: [0/79]	Time 0.342 (0.342)	Loss 2.0637 (2.0637)	Prec@1 24.219 (24.219)
Test: [50/79]	Time 0.079 (0.092)	Loss 2.0049 (2.1080)	Prec@1 21.094 (23.100)
 * Prec@1 23.760
current lr 1.00000e-02
Epoch: [10][0/391]	Time 0.693 (0.693)	Data 0.236 (0.236)	Loss 2.0884 (2.0884)	Prec@1 25.000 (25.000)
Epoch: [10][50/391]	Time 0.465 (0.483)	Data 0.000 (0.007)	Loss 2.0054 (2.1324)	Prec@1 27.344 (23.606)
Epoch: [10][100/391]	Time 0.483 (0.477)	Data 0.029 (0.005)	Loss 2.0546 (2.1210)	Prec@1 29.688 (23.530)
Epoch: [10][150/391]	Time 0.411 (0.474)	Data 0.001 (0.003)	Loss 2.1055 (2.1084)	Prec@1 17.969 (23.246)
Epoch: [10][200/391]	Time 0.480 (0.474)	Data 0.001 (0.003)	Loss 1.9939 (2.1160)	Prec@1 28.125 (23.162)
Epoch: [10][250/391]	Time 0.460 (0.475)	Data 0.001 (0.003)	Loss 1.9788 (2.1086)	Prec@1 24.219 (23.273)
Epoch: [10][300/391]	Time 0.487 (0.475)	Data 0.016 (0.003)	Loss 1.9762 (2.1056)	Prec@1 31.250 (23.412)
Epoch: [10][350/391]	Time 0.398 (0.473)	Data 0.002 (0.003)	Loss 2.0685 (2.1020)	Prec@1 24.219 (23.239)
Test: [0/79]	Time 0.406 (0.406)	Loss 2.0236 (2.0236)	Prec@1 26.562 (26.562)
Test: [50/79]	Time 0.083 (0.090)	Loss 1.9927 (2.0680)	Prec@1 22.656 (23.637)
 * Prec@1 24.010
current lr 1.00000e-02
Epoch: [11][0/391]	Time 0.782 (0.782)	Data 0.327 (0.327)	Loss 2.0649 (2.0649)	Prec@1 23.438 (23.438)
Epoch: [11][50/391]	Time 0.493 (0.478)	Data 0.000 (0.009)	Loss 2.0117 (2.0695)	Prec@1 28.125 (24.709)
Epoch: [11][100/391]	Time 0.496 (0.479)	Data 0.000 (0.006)	Loss 2.1768 (2.0733)	Prec@1 25.000 (24.412)
Epoch: [11][150/391]	Time 0.502 (0.476)	Data 0.001 (0.005)	Loss 2.0095 (2.0830)	Prec@1 28.906 (24.343)
Epoch: [11][200/391]	Time 0.454 (0.474)	Data 0.003 (0.004)	Loss 2.0945 (2.0808)	Prec@1 25.000 (24.413)
Epoch: [11][250/391]	Time 0.466 (0.472)	Data 0.008 (0.004)	Loss 2.1359 (2.0793)	Prec@1 20.312 (24.156)
Epoch: [11][300/391]	Time 0.470 (0.474)	Data 0.000 (0.004)	Loss 2.2868 (2.0753)	Prec@1 19.531 (24.029)
Epoch: [11][350/391]	Time 0.519 (0.475)	Data 0.002 (0.003)	Loss 1.8857 (2.0739)	Prec@1 24.219 (24.032)
Test: [0/79]	Time 0.395 (0.395)	Loss 2.0160 (2.0160)	Prec@1 27.344 (27.344)
Test: [50/79]	Time 0.091 (0.085)	Loss 1.9815 (2.0472)	Prec@1 19.531 (24.648)
 * Prec@1 25.130
current lr 1.00000e-02
Epoch: [12][0/391]	Time 0.768 (0.768)	Data 0.291 (0.291)	Loss 1.9003 (1.9003)	Prec@1 30.469 (30.469)
Epoch: [12][50/391]	Time 0.534 (0.476)	Data 0.001 (0.008)	Loss 2.0438 (2.0321)	Prec@1 25.000 (25.306)
Epoch: [12][100/391]	Time 0.483 (0.476)	Data 0.001 (0.006)	Loss 2.0661 (2.0533)	Prec@1 25.000 (24.482)
Epoch: [12][150/391]	Time 0.489 (0.479)	Data 0.001 (0.005)	Loss 1.8887 (2.0583)	Prec@1 28.125 (24.477)
Epoch: [12][200/391]	Time 0.450 (0.481)	Data 0.000 (0.004)	Loss 2.0452 (2.0622)	Prec@1 25.000 (24.281)
Epoch: [12][250/391]	Time 0.500 (0.480)	Data 0.001 (0.004)	Loss 2.1764 (2.0589)	Prec@1 19.531 (24.234)
Epoch: [12][300/391]	Time 0.452 (0.481)	Data 0.000 (0.004)	Loss 1.9473 (2.0585)	Prec@1 30.469 (24.328)
Epoch: [12][350/391]	Time 0.492 (0.478)	Data 0.001 (0.004)	Loss 2.0642 (2.0588)	Prec@1 25.000 (24.334)
Test: [0/79]	Time 0.406 (0.406)	Loss 2.0193 (2.0193)	Prec@1 27.344 (27.344)
Test: [50/79]	Time 0.069 (0.086)	Loss 1.9787 (2.0425)	Prec@1 19.531 (25.092)
 * Prec@1 25.560
current lr 1.00000e-02
Epoch: [13][0/391]	Time 0.762 (0.762)	Data 0.242 (0.242)	Loss 2.0132 (2.0132)	Prec@1 29.688 (29.688)
Epoch: [13][50/391]	Time 0.468 (0.483)	Data 0.000 (0.007)	Loss 1.9460 (2.0527)	Prec@1 26.562 (25.031)
Epoch: [13][100/391]	Time 0.496 (0.478)	Data 0.000 (0.004)	Loss 1.8743 (2.0482)	Prec@1 33.594 (25.487)
Epoch: [13][150/391]	Time 0.489 (0.480)	Data 0.001 (0.004)	Loss 2.6585 (2.0482)	Prec@1 24.219 (25.455)
Epoch: [13][200/391]	Time 0.511 (0.476)	Data 0.006 (0.004)	Loss 1.9928 (2.0435)	Prec@1 25.781 (25.299)
Epoch: [13][250/391]	Time 0.497 (0.477)	Data 0.003 (0.004)	Loss 1.9518 (2.0398)	Prec@1 27.344 (25.215)
Epoch: [13][300/391]	Time 0.471 (0.478)	Data 0.001 (0.004)	Loss 2.0362 (2.0404)	Prec@1 27.344 (25.140)
Epoch: [13][350/391]	Time 0.484 (0.480)	Data 0.002 (0.004)	Loss 1.9442 (2.0394)	Prec@1 26.562 (25.100)
Test: [0/79]	Time 0.392 (0.392)	Loss 1.9959 (1.9959)	Prec@1 31.250 (31.250)
Test: [50/79]	Time 0.083 (0.091)	Loss 1.9493 (2.0228)	Prec@1 23.438 (25.843)
 * Prec@1 26.250
current lr 1.00000e-02
Epoch: [14][0/391]	Time 0.823 (0.823)	Data 0.352 (0.352)	Loss 1.9302 (1.9302)	Prec@1 25.781 (25.781)
Epoch: [14][50/391]	Time 0.447 (0.480)	Data 0.000 (0.011)	Loss 2.0469 (2.0411)	Prec@1 25.781 (25.291)
