----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 4,064
Non-trainable params: 848,954
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 1.00000e-01
Epoch: [0][0/391]	Time 0.787 (0.787)	Data 0.285 (0.285)	Loss 3.6562 (3.6562)	Prec@1 11.719 (11.719)
Epoch: [0][50/391]	Time 0.081 (0.097)	Data 0.000 (0.006)	Loss 2.1710 (2.4042)	Prec@1 19.531 (14.246)
Epoch: [0][100/391]	Time 0.089 (0.090)	Data 0.000 (0.003)	Loss 1.9058 (2.1970)	Prec@1 35.156 (19.361)
Epoch: [0][150/391]	Time 0.106 (0.088)	Data 0.000 (0.002)	Loss 2.0273 (2.0974)	Prec@1 30.469 (22.382)
Epoch: [0][200/391]	Time 0.097 (0.091)	Data 0.000 (0.002)	Loss 1.8038 (2.0326)	Prec@1 25.000 (24.413)
Epoch: [0][250/391]	Time 0.115 (0.093)	Data 0.000 (0.002)	Loss 1.7882 (1.9812)	Prec@1 33.594 (25.968)
Epoch: [0][300/391]	Time 0.088 (0.094)	Data 0.001 (0.002)	Loss 1.7600 (1.9426)	Prec@1 35.156 (27.341)
Epoch: [0][350/391]	Time 0.053 (0.092)	Data 0.000 (0.001)	Loss 1.7801 (1.9114)	Prec@1 32.812 (28.428)
Test: [0/79]	Time 0.223 (0.223)	Loss 1.6978 (1.6978)	Prec@1 35.156 (35.156)
Test: [50/79]	Time 0.034 (0.036)	Loss 1.8359 (1.7741)	Prec@1 31.250 (34.452)
 * Prec@1 34.310
current lr 1.00000e-01
Epoch: [1][0/391]	Time 0.383 (0.383)	Data 0.273 (0.273)	Loss 1.6430 (1.6430)	Prec@1 35.938 (35.938)
Epoch: [1][50/391]	Time 0.104 (0.099)	Data 0.001 (0.006)	Loss 1.5966 (1.6897)	Prec@1 38.281 (37.102)
Epoch: [1][100/391]	Time 0.095 (0.100)	Data 0.000 (0.003)	Loss 1.6726 (1.6718)	Prec@1 34.375 (37.198)
Epoch: [1][150/391]	Time 0.095 (0.100)	Data 0.000 (0.002)	Loss 1.5354 (1.6593)	Prec@1 39.062 (37.397)
Epoch: [1][200/391]	Time 0.103 (0.100)	Data 0.001 (0.002)	Loss 1.5692 (1.6466)	Prec@1 44.531 (37.916)
Epoch: [1][250/391]	Time 0.097 (0.101)	Data 0.000 (0.002)	Loss 1.5661 (1.6375)	Prec@1 35.156 (38.300)
Epoch: [1][300/391]	Time 0.107 (0.101)	Data 0.000 (0.002)	Loss 1.6527 (1.6315)	Prec@1 36.719 (38.634)
Epoch: [1][350/391]	Time 0.105 (0.101)	Data 0.001 (0.001)	Loss 1.5384 (1.6274)	Prec@1 35.938 (38.822)
Test: [0/79]	Time 0.256 (0.256)	Loss 1.4768 (1.4768)	Prec@1 47.656 (47.656)
Test: [50/79]	Time 0.033 (0.039)	Loss 1.7290 (1.5558)	Prec@1 33.594 (42.004)
 * Prec@1 42.120
current lr 1.00000e-01
Epoch: [2][0/391]	Time 0.382 (0.382)	Data 0.289 (0.289)	Loss 1.5366 (1.5366)	Prec@1 44.531 (44.531)
Epoch: [2][50/391]	Time 0.099 (0.094)	Data 0.000 (0.006)	Loss 1.4213 (1.5386)	Prec@1 44.531 (42.816)
Epoch: [2][100/391]	Time 0.088 (0.093)	Data 0.001 (0.004)	Loss 1.4091 (1.5388)	Prec@1 49.219 (42.698)
Epoch: [2][150/391]	Time 0.093 (0.095)	Data 0.001 (0.003)	Loss 1.4764 (1.5379)	Prec@1 41.406 (42.762)
Epoch: [2][200/391]	Time 0.094 (0.096)	Data 0.001 (0.002)	Loss 1.5630 (1.5341)	Prec@1 39.062 (42.895)
Epoch: [2][250/391]	Time 0.099 (0.096)	Data 0.001 (0.002)	Loss 1.5403 (1.5355)	Prec@1 42.969 (42.841)
Epoch: [2][300/391]	Time 0.084 (0.096)	Data 0.001 (0.002)	Loss 1.5327 (1.5376)	Prec@1 35.938 (42.696)
Epoch: [2][350/391]	Time 0.101 (0.097)	Data 0.001 (0.002)	Loss 1.6160 (1.5385)	Prec@1 39.844 (42.764)
Test: [0/79]	Time 0.265 (0.265)	Loss 1.4428 (1.4428)	Prec@1 51.562 (51.562)
Test: [50/79]	Time 0.033 (0.038)	Loss 1.5265 (1.4848)	Prec@1 44.531 (46.415)
 * Prec@1 45.810
current lr 1.00000e-01
Epoch: [3][0/391]	Time 0.372 (0.372)	Data 0.289 (0.289)	Loss 1.4048 (1.4048)	Prec@1 49.219 (49.219)
Epoch: [3][50/391]	Time 0.104 (0.104)	Data 0.000 (0.006)	Loss 1.5522 (1.5192)	Prec@1 43.750 (43.888)
Epoch: [3][100/391]	Time 0.095 (0.102)	Data 0.004 (0.003)	Loss 1.6051 (1.5153)	Prec@1 44.531 (43.796)
Epoch: [3][150/391]	Time 0.078 (0.101)	Data 0.001 (0.003)	Loss 1.5191 (1.5115)	Prec@1 41.406 (43.947)
Epoch: [3][200/391]	Time 0.084 (0.096)	Data 0.001 (0.002)	Loss 1.4461 (1.5058)	Prec@1 48.438 (44.162)
Epoch: [3][250/391]	Time 0.108 (0.096)	Data 0.000 (0.002)	Loss 1.5176 (1.5071)	Prec@1 42.188 (44.111)
Epoch: [3][300/391]	Time 0.101 (0.097)	Data 0.000 (0.002)	Loss 1.4725 (1.5017)	Prec@1 46.094 (44.391)
Epoch: [3][350/391]	Time 0.104 (0.097)	Data 0.001 (0.002)	Loss 1.4535 (1.4993)	Prec@1 47.656 (44.531)
Test: [0/79]	Time 0.259 (0.259)	Loss 1.3961 (1.3961)	Prec@1 51.562 (51.562)
Test: [50/79]	Time 0.037 (0.039)	Loss 1.6828 (1.4847)	Prec@1 34.375 (45.389)
 * Prec@1 45.420
current lr 1.00000e-01
Epoch: [4][0/391]	Time 0.373 (0.373)	Data 0.268 (0.268)	Loss 1.5278 (1.5278)	Prec@1 42.188 (42.188)
Epoch: [4][50/391]	Time 0.089 (0.102)	Data 0.001 (0.006)	Loss 1.5262 (1.4810)	Prec@1 39.062 (45.389)
Epoch: [4][100/391]	Time 0.097 (0.099)	Data 0.000 (0.003)	Loss 1.5711 (1.4772)	Prec@1 38.281 (45.552)
Epoch: [4][150/391]	Time 0.093 (0.100)	Data 0.001 (0.003)	Loss 1.3905 (1.4719)	Prec@1 51.562 (45.902)
Epoch: [4][200/391]	Time 0.100 (0.100)	Data 0.001 (0.002)	Loss 1.5526 (1.4691)	Prec@1 47.656 (46.195)
Epoch: [4][250/391]	Time 0.105 (0.100)	Data 0.001 (0.002)	Loss 1.4317 (1.4638)	Prec@1 46.875 (46.224)
Epoch: [4][300/391]	Time 0.054 (0.100)	Data 0.000 (0.002)	Loss 1.3491 (1.4616)	Prec@1 50.781 (46.265)
Epoch: [4][350/391]	Time 0.112 (0.096)	Data 0.001 (0.001)	Loss 1.3956 (1.4633)	Prec@1 47.656 (46.245)
Test: [0/79]	Time 0.251 (0.251)	Loss 1.4402 (1.4402)	Prec@1 45.312 (45.312)
Test: [50/79]	Time 0.042 (0.039)	Loss 1.7698 (1.4941)	Prec@1 38.281 (46.706)
 * Prec@1 46.430
current lr 1.00000e-01
Epoch: [5][0/391]	Time 0.365 (0.365)	Data 0.251 (0.251)	Loss 1.3284 (1.3284)	Prec@1 52.344 (52.344)
Epoch: [5][50/391]	Time 0.092 (0.105)	Data 0.001 (0.006)	Loss 1.4409 (1.4146)	Prec@1 46.875 (48.024)
Epoch: [5][100/391]	Time 0.086 (0.103)	Data 0.000 (0.003)	Loss 1.5052 (1.4270)	Prec@1 44.531 (47.795)
Epoch: [5][150/391]	Time 0.101 (0.102)	Data 0.003 (0.002)	Loss 1.4127 (1.4255)	Prec@1 50.000 (48.174)
Epoch: [5][200/391]	Time 0.107 (0.102)	Data 0.001 (0.002)	Loss 1.4967 (1.4221)	Prec@1 42.188 (48.177)
Epoch: [5][250/391]	Time 0.102 (0.102)	Data 0.001 (0.002)	Loss 1.2815 (1.4213)	Prec@1 43.750 (48.176)
Epoch: [5][300/391]	Time 0.070 (0.100)	Data 0.000 (0.001)	Loss 1.4481 (1.4235)	Prec@1 44.531 (48.087)
Epoch: [5][350/391]	Time 0.089 (0.100)	Data 0.001 (0.001)	Loss 1.3695 (1.4255)	Prec@1 48.438 (47.997)
Test: [0/79]	Time 0.271 (0.271)	Loss 1.3400 (1.3400)	Prec@1 53.906 (53.906)
Test: [50/79]	Time 0.031 (0.039)	Loss 1.4129 (1.3451)	Prec@1 47.656 (50.674)
 * Prec@1 50.460
current lr 1.00000e-01
Epoch: [6][0/391]	Time 0.377 (0.377)	Data 0.298 (0.298)	Loss 1.3788 (1.3788)	Prec@1 52.344 (52.344)
Epoch: [6][50/391]	Time 0.058 (0.083)	Data 0.001 (0.007)	Loss 1.5301 (1.4115)	Prec@1 43.750 (48.376)
Epoch: [6][100/391]	Time 0.093 (0.090)	Data 0.000 (0.004)	Loss 1.2993 (1.4076)	Prec@1 58.594 (48.886)
Epoch: [6][150/391]	Time 0.094 (0.093)	Data 0.001 (0.003)	Loss 1.4514 (1.4055)	Prec@1 45.312 (48.701)
Epoch: [6][200/391]	Time 0.091 (0.094)	Data 0.001 (0.002)	Loss 1.6340 (1.4046)	Prec@1 39.062 (48.873)
Epoch: [6][250/391]	Time 0.101 (0.095)	Data 0.000 (0.002)	Loss 1.2886 (1.4041)	Prec@1 53.125 (48.792)
Epoch: [6][300/391]	Time 0.100 (0.096)	Data 0.000 (0.002)	Loss 1.5156 (1.4030)	Prec@1 45.312 (48.853)
Epoch: [6][350/391]	Time 0.105 (0.097)	Data 0.001 (0.001)	Loss 1.3700 (1.4016)	Prec@1 45.312 (48.883)
Test: [0/79]	Time 0.252 (0.252)	Loss 1.3712 (1.3712)	Prec@1 53.906 (53.906)
Test: [50/79]	Time 0.031 (0.039)	Loss 1.5816 (1.4067)	Prec@1 42.188 (49.234)
 * Prec@1 48.760
current lr 1.00000e-01
Epoch: [7][0/391]	Time 0.372 (0.372)	Data 0.265 (0.265)	Loss 1.3658 (1.3658)	Prec@1 49.219 (49.219)
Epoch: [7][50/391]	Time 0.096 (0.106)	Data 0.000 (0.006)	Loss 1.2183 (1.4068)	Prec@1 48.438 (48.361)
Epoch: [7][100/391]	Time 0.092 (0.102)	Data 0.000 (0.003)	Loss 1.2832 (1.3932)	Prec@1 49.219 (48.909)
Epoch: [7][150/391]	Time 0.092 (0.098)	Data 0.001 (0.003)	Loss 1.4734 (1.3924)	Prec@1 49.219 (49.012)
Epoch: [7][200/391]	Time 0.087 (0.095)	Data 0.001 (0.002)	Loss 1.4925 (1.3902)	Prec@1 43.750 (49.075)
Epoch: [7][250/391]	Time 0.093 (0.095)	Data 0.002 (0.002)	Loss 1.4910 (1.3884)	Prec@1 38.281 (49.197)
Epoch: [7][300/391]	Time 0.099 (0.097)	Data 0.001 (0.002)	Loss 1.2809 (1.3886)	Prec@1 53.906 (49.185)
Epoch: [7][350/391]	Time 0.090 (0.097)	Data 0.001 (0.002)	Loss 1.4755 (1.3890)	Prec@1 48.438 (49.270)
Test: [0/79]	Time 0.209 (0.209)	Loss 1.3899 (1.3899)	Prec@1 52.344 (52.344)
Test: [50/79]	Time 0.036 (0.038)	Loss 1.6231 (1.3859)	Prec@1 47.656 (50.980)
 * Prec@1 50.310
current lr 1.00000e-01
Epoch: [8][0/391]	Time 0.340 (0.340)	Data 0.238 (0.238)	Loss 1.3820 (1.3820)	Prec@1 52.344 (52.344)
Epoch: [8][50/391]	Time 0.099 (0.105)	Data 0.001 (0.005)	Loss 1.3355 (1.3929)	Prec@1 50.000 (49.510)
Epoch: [8][100/391]	Time 0.102 (0.103)	Data 0.001 (0.003)	Loss 1.4649 (1.3876)	Prec@1 44.531 (49.335)
Epoch: [8][150/391]	Time 0.097 (0.101)	Data 0.002 (0.002)	Loss 1.3048 (1.3880)	Prec@1 46.875 (49.477)
Epoch: [8][200/391]	Time 0.104 (0.101)	Data 0.000 (0.002)	Loss 1.4385 (1.3840)	Prec@1 42.969 (49.405)
Epoch: [8][250/391]	Time 0.087 (0.100)	Data 0.001 (0.002)	Loss 1.4524 (1.3824)	Prec@1 52.344 (49.518)
Epoch: [8][300/391]	Time 0.111 (0.098)	Data 0.001 (0.002)	Loss 1.3052 (1.3787)	Prec@1 52.344 (49.663)
Epoch: [8][350/391]	Time 0.084 (0.096)	Data 0.001 (0.001)	Loss 1.2592 (1.3742)	Prec@1 57.812 (49.813)
Test: [0/79]	Time 0.301 (0.301)	Loss 1.3180 (1.3180)	Prec@1 52.344 (52.344)
Test: [50/79]	Time 0.031 (0.040)	Loss 1.5150 (1.3844)	Prec@1 45.312 (50.107)
 * Prec@1 49.790
current lr 1.00000e-01
Epoch: [9][0/391]	Time 0.387 (0.387)	Data 0.282 (0.282)	Loss 1.3726 (1.3726)	Prec@1 41.406 (41.406)
Epoch: [9][50/391]	Time 0.107 (0.107)	Data 0.000 (0.006)	Loss 1.2332 (1.3865)	Prec@1 53.125 (48.989)
Epoch: [9][100/391]	Time 0.112 (0.104)	Data 0.001 (0.003)	Loss 1.2786 (1.3723)	Prec@1 57.812 (49.745)
Epoch: [9][150/391]	Time 0.107 (0.103)	Data 0.001 (0.002)	Loss 1.3713 (1.3686)	Prec@1 43.750 (49.964)
Epoch: [9][200/391]	Time 0.104 (0.102)	Data 0.000 (0.002)	Loss 1.3760 (1.3652)	Prec@1 50.000 (49.860)
Epoch: [9][250/391]	Time 0.088 (0.102)	Data 0.000 (0.002)	Loss 1.2781 (1.3664)	Prec@1 54.688 (50.016)
Epoch: [9][300/391]	Time 0.092 (0.102)	Data 0.001 (0.002)	Loss 1.4018 (1.3666)	Prec@1 52.344 (50.138)
Epoch: [9][350/391]	Time 0.108 (0.102)	Data 0.000 (0.001)	Loss 1.1959 (1.3654)	Prec@1 52.344 (50.205)
Test: [0/79]	Time 0.253 (0.253)	Loss 1.4741 (1.4741)	Prec@1 44.531 (44.531)
Test: [50/79]	Time 0.038 (0.036)	Loss 1.7650 (1.4809)	Prec@1 35.938 (46.906)
 * Prec@1 46.420
current lr 1.00000e-01
Epoch: [10][0/391]	Time 0.380 (0.380)	Data 0.293 (0.293)	Loss 1.3771 (1.3771)	Prec@1 50.000 (50.000)
Epoch: [10][50/391]	Time 0.100 (0.099)	Data 0.001 (0.006)	Loss 1.2690 (1.3626)	Prec@1 52.344 (50.475)
Epoch: [10][100/391]	Time 0.096 (0.098)	Data 0.000 (0.004)	Loss 1.3046 (1.3602)	Prec@1 50.000 (50.572)
Epoch: [10][150/391]	Time 0.102 (0.096)	Data 0.000 (0.003)	Loss 1.3905 (1.3633)	Prec@1 50.000 (50.419)
Epoch: [10][200/391]	Time 0.112 (0.097)	Data 0.000 (0.002)	Loss 1.2418 (1.3587)	Prec@1 53.125 (50.707)
Epoch: [10][250/391]	Time 0.097 (0.098)	Data 0.001 (0.002)	Loss 1.2581 (1.3593)	Prec@1 50.781 (50.538)
Epoch: [10][300/391]	Time 0.095 (0.098)	Data 0.001 (0.002)	Loss 1.3442 (1.3578)	Prec@1 51.562 (50.620)
Epoch: [10][350/391]	Time 0.115 (0.099)	Data 0.001 (0.002)	Loss 1.2568 (1.3599)	Prec@1 58.594 (50.565)
Test: [0/79]	Time 0.272 (0.272)	Loss 1.3102 (1.3102)	Prec@1 51.562 (51.562)
Test: [50/79]	Time 0.034 (0.039)	Loss 1.4551 (1.3124)	Prec@1 47.656 (52.313)
 * Prec@1 52.160
current lr 1.00000e-01
Epoch: [11][0/391]	Time 0.389 (0.389)	Data 0.284 (0.284)	Loss 1.3645 (1.3645)	Prec@1 55.469 (55.469)
Epoch: [11][50/391]	Time 0.104 (0.104)	Data 0.001 (0.006)	Loss 1.5439 (1.3563)	Prec@1 44.531 (51.440)
Epoch: [11][100/391]	Time 0.102 (0.097)	Data 0.000 (0.003)	Loss 1.3004 (1.3589)	Prec@1 51.562 (51.176)
Epoch: [11][150/391]	Time 0.101 (0.098)	Data 0.000 (0.002)	Loss 1.1975 (1.3488)	Prec@1 53.906 (51.433)
Epoch: [11][200/391]	Time 0.070 (0.096)	Data 0.001 (0.002)	Loss 1.1873 (1.3410)	Prec@1 56.250 (51.559)
Epoch: [11][250/391]	Time 0.088 (0.096)	Data 0.001 (0.002)	Loss 1.3362 (1.3459)	Prec@1 52.344 (51.317)
Epoch: [11][300/391]	Time 0.100 (0.097)	Data 0.001 (0.002)	Loss 1.3722 (1.3492)	Prec@1 50.000 (51.246)
Epoch: [11][350/391]	Time 0.094 (0.097)	Data 0.000 (0.001)	Loss 1.2557 (1.3469)	Prec@1 49.219 (51.369)
Test: [0/79]	Time 0.288 (0.288)	Loss 1.4979 (1.4979)	Prec@1 45.312 (45.312)
Test: [50/79]	Time 0.034 (0.040)	Loss 1.6782 (1.4488)	Prec@1 39.844 (47.917)
 * Prec@1 47.330
current lr 1.00000e-01
Epoch: [12][0/391]	Time 0.376 (0.376)	Data 0.277 (0.277)	Loss 1.2215 (1.2215)	Prec@1 55.469 (55.469)
Epoch: [12][50/391]	Time 0.082 (0.105)	Data 0.001 (0.006)	Loss 1.4012 (1.3513)	Prec@1 44.531 (50.291)
Epoch: [12][100/391]	Time 0.108 (0.103)	Data 0.000 (0.003)	Loss 1.2068 (1.3392)	Prec@1 60.156 (51.269)
Epoch: [12][150/391]	Time 0.112 (0.102)	Data 0.001 (0.003)	Loss 1.3933 (1.3380)	Prec@1 50.000 (51.340)
Epoch: [12][200/391]	Time 0.098 (0.100)	Data 0.000 (0.002)	Loss 1.3815 (1.3319)	Prec@1 53.906 (51.613)
Epoch: [12][250/391]	Time 0.096 (0.099)	Data 0.000 (0.002)	Loss 1.3361 (1.3320)	Prec@1 49.219 (51.681)
Epoch: [12][300/391]	Time 0.092 (0.099)	Data 0.000 (0.002)	Loss 1.4706 (1.3323)	Prec@1 43.750 (51.526)
Epoch: [12][350/391]	Time 0.095 (0.098)	Data 0.001 (0.002)	Loss 1.3855 (1.3318)	Prec@1 48.438 (51.522)
Test: [0/79]	Time 0.282 (0.282)	Loss 1.2883 (1.2883)	Prec@1 50.000 (50.000)
Test: [50/79]	Time 0.031 (0.039)	Loss 1.4386 (1.2945)	Prec@1 48.438 (53.140)
 * Prec@1 53.250
current lr 1.00000e-01
Epoch: [13][0/391]	Time 0.377 (0.377)	Data 0.270 (0.270)	Loss 1.4273 (1.4273)	Prec@1 49.219 (49.219)
Epoch: [13][50/391]	Time 0.102 (0.106)	Data 0.001 (0.006)	Loss 1.3772 (1.3254)	Prec@1 50.781 (52.267)
Epoch: [13][100/391]	Time 0.094 (0.103)	Data 0.001 (0.003)	Loss 1.2772 (1.3232)	Prec@1 52.344 (52.390)
Epoch: [13][150/391]	Time 0.105 (0.102)	Data 0.000 (0.002)	Loss 1.1695 (1.3175)	Prec@1 58.594 (52.359)
Epoch: [13][200/391]	Time 0.105 (0.100)	Data 0.000 (0.002)	Loss 1.3824 (1.3215)	Prec@1 50.000 (52.196)
Epoch: [13][250/391]	Time 0.098 (0.100)	Data 0.000 (0.002)	Loss 1.4416 (1.3211)	Prec@1 45.312 (52.054)
Epoch: [13][300/391]	Time 0.098 (0.100)	Data 0.001 (0.002)	Loss 1.3710 (1.3251)	Prec@1 58.594 (51.952)
Epoch: [13][350/391]	Time 0.098 (0.098)	Data 0.001 (0.001)	Loss 1.2953 (1.3228)	Prec@1 56.250 (52.048)
Test: [0/79]	Time 0.272 (0.272)	Loss 1.3556 (1.3556)	Prec@1 50.781 (50.781)
Test: [50/79]	Time 0.039 (0.040)	Loss 1.5021 (1.3181)	Prec@1 50.000 (53.294)
 * Prec@1 53.000
current lr 1.00000e-01
Epoch: [14][0/391]	Time 0.438 (0.438)	Data 0.328 (0.328)	Loss 1.3983 (1.3983)	Prec@1 53.906 (53.906)
Epoch: [14][50/391]	Time 0.103 (0.099)	Data 0.000 (0.007)	Loss 1.4472 (1.3298)	Prec@1 48.438 (51.379)
