----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 848,304
Non-trainable params: 4,714
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 1.00000e-01
Epoch: [0][0/391]	Time 2.268 (2.268)	Data 0.263 (0.263)	Loss 3.9167 (3.9167)	Prec@1 10.938 (10.938)
Epoch: [0][50/391]	Time 0.267 (0.318)	Data 0.001 (0.006)	Loss 3.1298 (3.5450)	Prec@1 13.281 (9.360)
Epoch: [0][100/391]	Time 0.240 (0.288)	Data 0.000 (0.003)	Loss 2.4778 (3.2043)	Prec@1 14.844 (10.164)
Epoch: [0][150/391]	Time 0.275 (0.283)	Data 0.001 (0.002)	Loss 2.4329 (3.0042)	Prec@1 18.750 (11.657)
Epoch: [0][200/391]	Time 0.272 (0.281)	Data 0.000 (0.002)	Loss 2.4832 (2.8723)	Prec@1 19.531 (12.916)
Epoch: [0][250/391]	Time 0.267 (0.280)	Data 0.001 (0.002)	Loss 2.3773 (2.7821)	Prec@1 14.844 (13.698)
Epoch: [0][300/391]	Time 0.307 (0.278)	Data 0.000 (0.001)	Loss 2.3980 (2.7113)	Prec@1 12.500 (14.286)
Epoch: [0][350/391]	Time 0.288 (0.277)	Data 0.001 (0.001)	Loss 2.3411 (2.6544)	Prec@1 15.625 (14.793)
Test: [0/79]	Time 0.257 (0.257)	Loss 2.2543 (2.2543)	Prec@1 14.844 (14.844)
Test: [50/79]	Time 0.034 (0.039)	Loss 2.2608 (2.2657)	Prec@1 23.438 (19.347)
 * Prec@1 19.120
current lr 1.00000e-01
Epoch: [1][0/391]	Time 0.485 (0.485)	Data 0.215 (0.215)	Loss 2.2012 (2.2012)	Prec@1 21.094 (21.094)
Epoch: [1][50/391]	Time 0.295 (0.283)	Data 0.001 (0.005)	Loss 2.2666 (2.2490)	Prec@1 17.188 (19.301)
Epoch: [1][100/391]	Time 0.284 (0.278)	Data 0.001 (0.003)	Loss 2.1191 (2.2308)	Prec@1 25.000 (19.694)
Epoch: [1][150/391]	Time 0.319 (0.280)	Data 0.001 (0.003)	Loss 2.3103 (2.2166)	Prec@1 16.406 (19.956)
Epoch: [1][200/391]	Time 0.277 (0.279)	Data 0.001 (0.002)	Loss 2.2048 (2.2019)	Prec@1 13.281 (20.219)
Epoch: [1][250/391]	Time 0.283 (0.278)	Data 0.000 (0.002)	Loss 2.0130 (2.1843)	Prec@1 22.656 (20.509)
Epoch: [1][300/391]	Time 0.293 (0.277)	Data 0.001 (0.002)	Loss 2.1032 (2.1682)	Prec@1 21.094 (20.782)
Epoch: [1][350/391]	Time 0.275 (0.277)	Data 0.001 (0.002)	Loss 1.9778 (2.1553)	Prec@1 25.781 (21.087)
Test: [0/79]	Time 0.275 (0.275)	Loss 1.9461 (1.9461)	Prec@1 22.656 (22.656)
Test: [50/79]	Time 0.038 (0.040)	Loss 1.9310 (1.9940)	Prec@1 27.344 (25.230)
 * Prec@1 25.080
current lr 1.00000e-01
Epoch: [2][0/391]	Time 0.581 (0.581)	Data 0.292 (0.292)	Loss 2.0501 (2.0501)	Prec@1 21.875 (21.875)
Epoch: [2][50/391]	Time 0.253 (0.285)	Data 0.001 (0.007)	Loss 1.9118 (2.0083)	Prec@1 22.656 (23.453)
Epoch: [2][100/391]	Time 0.272 (0.282)	Data 0.001 (0.004)	Loss 2.0339 (2.0037)	Prec@1 23.438 (24.296)
Epoch: [2][150/391]	Time 0.272 (0.281)	Data 0.001 (0.003)	Loss 1.9388 (1.9843)	Prec@1 27.344 (25.321)
Epoch: [2][200/391]	Time 0.281 (0.280)	Data 0.001 (0.003)	Loss 1.9691 (1.9769)	Prec@1 25.781 (25.548)
Epoch: [2][250/391]	Time 0.289 (0.278)	Data 0.001 (0.002)	Loss 1.9047 (1.9645)	Prec@1 27.344 (25.943)
Epoch: [2][300/391]	Time 0.270 (0.276)	Data 0.001 (0.002)	Loss 1.8275 (1.9556)	Prec@1 30.469 (26.152)
Epoch: [2][350/391]	Time 0.314 (0.278)	Data 0.001 (0.002)	Loss 2.0132 (1.9475)	Prec@1 24.219 (26.324)
Test: [0/79]	Time 0.265 (0.265)	Loss 1.8287 (1.8287)	Prec@1 21.875 (21.875)
Test: [50/79]	Time 0.038 (0.041)	Loss 1.8050 (1.8359)	Prec@1 30.469 (30.208)
 * Prec@1 30.220
current lr 1.00000e-01
Epoch: [3][0/391]	Time 0.534 (0.534)	Data 0.257 (0.257)	Loss 1.8421 (1.8421)	Prec@1 26.562 (26.562)
Epoch: [3][50/391]	Time 0.253 (0.283)	Data 0.003 (0.006)	Loss 1.8380 (1.8490)	Prec@1 28.906 (29.274)
Epoch: [3][100/391]	Time 0.278 (0.277)	Data 0.001 (0.004)	Loss 1.8475 (1.8467)	Prec@1 34.375 (29.339)
Epoch: [3][150/391]	Time 0.276 (0.278)	Data 0.001 (0.003)	Loss 1.8201 (1.8462)	Prec@1 30.469 (29.558)
Epoch: [3][200/391]	Time 0.276 (0.278)	Data 0.001 (0.002)	Loss 1.7109 (1.8445)	Prec@1 39.844 (30.072)
Epoch: [3][250/391]	Time 0.245 (0.275)	Data 0.001 (0.002)	Loss 1.8245 (1.8379)	Prec@1 38.281 (30.487)
Epoch: [3][300/391]	Time 0.277 (0.274)	Data 0.001 (0.002)	Loss 1.8617 (1.8331)	Prec@1 23.438 (30.622)
Epoch: [3][350/391]	Time 0.282 (0.276)	Data 0.001 (0.002)	Loss 1.8719 (1.8278)	Prec@1 35.156 (30.734)
Test: [0/79]	Time 0.230 (0.230)	Loss 1.7811 (1.7811)	Prec@1 28.906 (28.906)
Test: [50/79]	Time 0.037 (0.040)	Loss 1.7603 (1.8284)	Prec@1 35.156 (32.491)
 * Prec@1 32.270
current lr 1.00000e-01
Epoch: [4][0/391]	Time 0.571 (0.571)	Data 0.276 (0.276)	Loss 1.8839 (1.8839)	Prec@1 31.250 (31.250)
Epoch: [4][50/391]	Time 0.264 (0.278)	Data 0.004 (0.007)	Loss 1.8125 (1.7809)	Prec@1 28.906 (32.537)
Epoch: [4][100/391]	Time 0.275 (0.277)	Data 0.001 (0.004)	Loss 1.6171 (1.7752)	Prec@1 45.312 (32.797)
Epoch: [4][150/391]	Time 0.275 (0.276)	Data 0.001 (0.003)	Loss 1.6748 (1.7747)	Prec@1 32.812 (32.559)
Epoch: [4][200/391]	Time 0.312 (0.278)	Data 0.001 (0.002)	Loss 1.7557 (1.7688)	Prec@1 35.156 (32.851)
Epoch: [4][250/391]	Time 0.280 (0.277)	Data 0.001 (0.002)	Loss 1.7041 (1.7635)	Prec@1 34.375 (33.096)
Epoch: [4][300/391]	Time 0.269 (0.277)	Data 0.001 (0.002)	Loss 1.8670 (1.7617)	Prec@1 37.500 (32.960)
Epoch: [4][350/391]	Time 0.254 (0.278)	Data 0.001 (0.002)	Loss 1.6888 (1.7572)	Prec@1 28.906 (33.222)
Test: [0/79]	Time 0.256 (0.256)	Loss 1.6571 (1.6571)	Prec@1 34.375 (34.375)
Test: [50/79]	Time 0.033 (0.036)	Loss 1.7097 (1.7077)	Prec@1 32.812 (36.489)
 * Prec@1 35.980
current lr 1.00000e-01
Epoch: [5][0/391]	Time 0.518 (0.518)	Data 0.233 (0.233)	Loss 1.7021 (1.7021)	Prec@1 35.938 (35.938)
Epoch: [5][50/391]	Time 0.270 (0.276)	Data 0.001 (0.006)	Loss 1.7609 (1.7066)	Prec@1 33.594 (34.743)
Epoch: [5][100/391]	Time 0.278 (0.278)	Data 0.001 (0.003)	Loss 1.7504 (1.7102)	Prec@1 35.938 (35.210)
Epoch: [5][150/391]	Time 0.271 (0.277)	Data 0.001 (0.003)	Loss 1.6110 (1.7112)	Prec@1 39.844 (35.260)
Epoch: [5][200/391]	Time 0.271 (0.274)	Data 0.001 (0.002)	Loss 1.6229 (1.7049)	Prec@1 39.062 (35.448)
Epoch: [5][250/391]	Time 0.262 (0.274)	Data 0.001 (0.002)	Loss 1.6907 (1.7020)	Prec@1 34.375 (35.502)
Epoch: [5][300/391]	Time 0.268 (0.274)	Data 0.001 (0.002)	Loss 1.5998 (1.6971)	Prec@1 42.188 (35.823)
Epoch: [5][350/391]	Time 0.277 (0.273)	Data 0.001 (0.002)	Loss 1.5877 (1.6903)	Prec@1 34.375 (36.038)
Test: [0/79]	Time 0.254 (0.254)	Loss 1.6156 (1.6156)	Prec@1 36.719 (36.719)
Test: [50/79]	Time 0.042 (0.039)	Loss 1.6403 (1.6616)	Prec@1 39.062 (37.883)
 * Prec@1 37.700
current lr 1.00000e-01
Epoch: [6][0/391]	Time 0.571 (0.571)	Data 0.262 (0.262)	Loss 1.6045 (1.6045)	Prec@1 39.844 (39.844)
Epoch: [6][50/391]	Time 0.273 (0.284)	Data 0.003 (0.006)	Loss 1.5328 (1.6442)	Prec@1 40.625 (37.362)
Epoch: [6][100/391]	Time 0.262 (0.278)	Data 0.003 (0.004)	Loss 1.7758 (1.6491)	Prec@1 31.250 (37.214)
Epoch: [6][150/391]	Time 0.276 (0.278)	Data 0.001 (0.003)	Loss 1.7308 (1.6502)	Prec@1 36.719 (37.619)
Epoch: [6][200/391]	Time 0.307 (0.278)	Data 0.001 (0.002)	Loss 1.6218 (1.6465)	Prec@1 46.875 (37.877)
Epoch: [6][250/391]	Time 0.261 (0.276)	Data 0.001 (0.002)	Loss 1.7004 (1.6427)	Prec@1 30.469 (37.970)
Epoch: [6][300/391]	Time 0.282 (0.278)	Data 0.001 (0.002)	Loss 1.5780 (1.6399)	Prec@1 37.500 (38.198)
Epoch: [6][350/391]	Time 0.278 (0.279)	Data 0.001 (0.002)	Loss 1.6409 (1.6380)	Prec@1 42.188 (38.439)
Test: [0/79]	Time 0.288 (0.288)	Loss 1.5220 (1.5220)	Prec@1 47.656 (47.656)
Test: [50/79]	Time 0.037 (0.042)	Loss 1.6245 (1.5883)	Prec@1 35.938 (40.594)
 * Prec@1 40.630
current lr 1.00000e-01
Epoch: [7][0/391]	Time 0.554 (0.554)	Data 0.275 (0.275)	Loss 1.6469 (1.6469)	Prec@1 43.750 (43.750)
Epoch: [7][50/391]	Time 0.264 (0.285)	Data 0.001 (0.006)	Loss 1.5219 (1.6224)	Prec@1 46.875 (39.614)
Epoch: [7][100/391]	Time 0.298 (0.280)	Data 0.001 (0.004)	Loss 1.5865 (1.6162)	Prec@1 39.844 (39.596)
Epoch: [7][150/391]	Time 0.243 (0.278)	Data 0.001 (0.003)	Loss 1.5780 (1.6077)	Prec@1 43.750 (39.983)
Epoch: [7][200/391]	Time 0.307 (0.277)	Data 0.001 (0.002)	Loss 1.6100 (1.6069)	Prec@1 39.844 (40.100)
Epoch: [7][250/391]	Time 0.254 (0.278)	Data 0.001 (0.002)	Loss 1.7218 (1.6003)	Prec@1 35.156 (40.286)
Epoch: [7][300/391]	Time 0.292 (0.277)	Data 0.001 (0.002)	Loss 1.4695 (1.5972)	Prec@1 45.312 (40.516)
Epoch: [7][350/391]	Time 0.269 (0.277)	Data 0.001 (0.002)	Loss 1.5785 (1.5953)	Prec@1 39.844 (40.569)
Test: [0/79]	Time 0.261 (0.261)	Loss 1.5368 (1.5368)	Prec@1 40.625 (40.625)
Test: [50/79]	Time 0.031 (0.041)	Loss 1.5269 (1.5550)	Prec@1 42.969 (42.203)
 * Prec@1 42.300
current lr 1.00000e-01
Epoch: [8][0/391]	Time 0.517 (0.517)	Data 0.244 (0.244)	Loss 1.7225 (1.7225)	Prec@1 35.156 (35.156)
Epoch: [8][50/391]	Time 0.261 (0.281)	Data 0.001 (0.006)	Loss 1.5713 (1.5615)	Prec@1 39.062 (41.529)
Epoch: [8][100/391]	Time 0.252 (0.278)	Data 0.000 (0.004)	Loss 1.5579 (1.5603)	Prec@1 41.406 (41.785)
Epoch: [8][150/391]	Time 0.272 (0.275)	Data 0.001 (0.003)	Loss 1.6782 (1.5699)	Prec@1 38.281 (41.422)
Epoch: [8][200/391]	Time 0.277 (0.275)	Data 0.001 (0.002)	Loss 1.5125 (1.5682)	Prec@1 45.312 (41.632)
Epoch: [8][250/391]	Time 0.270 (0.274)	Data 0.001 (0.002)	Loss 1.4499 (1.5669)	Prec@1 46.875 (41.543)
Epoch: [8][300/391]	Time 0.298 (0.274)	Data 0.001 (0.002)	Loss 1.4683 (1.5653)	Prec@1 44.531 (41.707)
Epoch: [8][350/391]	Time 0.270 (0.273)	Data 0.001 (0.002)	Loss 1.5779 (1.5642)	Prec@1 42.188 (41.869)
Test: [0/79]	Time 0.278 (0.278)	Loss 1.5070 (1.5070)	Prec@1 42.969 (42.969)
Test: [50/79]	Time 0.039 (0.041)	Loss 1.5781 (1.5428)	Prec@1 35.938 (42.555)
 * Prec@1 43.130
current lr 1.00000e-01
Epoch: [9][0/391]	Time 0.562 (0.562)	Data 0.278 (0.278)	Loss 1.5916 (1.5916)	Prec@1 38.281 (38.281)
Epoch: [9][50/391]	Time 0.239 (0.280)	Data 0.001 (0.006)	Loss 1.3842 (1.5134)	Prec@1 53.125 (44.102)
Epoch: [9][100/391]	Time 0.312 (0.275)	Data 0.001 (0.004)	Loss 1.4040 (1.5176)	Prec@1 52.344 (43.781)
Epoch: [9][150/391]	Time 0.284 (0.274)	Data 0.000 (0.003)	Loss 1.7254 (1.5207)	Prec@1 35.938 (43.652)
Epoch: [9][200/391]	Time 0.294 (0.274)	Data 0.001 (0.002)	Loss 1.4314 (1.5172)	Prec@1 45.312 (44.096)
Epoch: [9][250/391]	Time 0.269 (0.274)	Data 0.001 (0.002)	Loss 1.4290 (1.5217)	Prec@1 56.250 (43.871)
Epoch: [9][300/391]	Time 0.279 (0.274)	Data 0.000 (0.002)	Loss 1.4794 (1.5207)	Prec@1 45.312 (43.952)
Epoch: [9][350/391]	Time 0.284 (0.274)	Data 0.001 (0.002)	Loss 1.4841 (1.5191)	Prec@1 43.750 (43.973)
Test: [0/79]	Time 0.223 (0.223)	Loss 1.4210 (1.4210)	Prec@1 44.531 (44.531)
Test: [50/79]	Time 0.029 (0.037)	Loss 1.6077 (1.4797)	Prec@1 40.625 (45.067)
 * Prec@1 45.340
current lr 1.00000e-01
Epoch: [10][0/391]	Time 0.540 (0.540)	Data 0.263 (0.263)	Loss 1.4964 (1.4964)	Prec@1 47.656 (47.656)
Epoch: [10][50/391]	Time 0.270 (0.282)	Data 0.000 (0.006)	Loss 1.5492 (1.5058)	Prec@1 42.188 (44.853)
Epoch: [10][100/391]	Time 0.277 (0.277)	Data 0.004 (0.003)	Loss 1.5468 (1.5082)	Prec@1 44.531 (44.856)
Epoch: [10][150/391]	Time 0.300 (0.276)	Data 0.000 (0.002)	Loss 1.5470 (1.5082)	Prec@1 39.844 (44.899)
Epoch: [10][200/391]	Time 0.272 (0.276)	Data 0.001 (0.002)	Loss 1.5608 (1.5010)	Prec@1 44.531 (44.873)
Epoch: [10][250/391]	Time 0.258 (0.276)	Data 0.000 (0.002)	Loss 1.6962 (1.5002)	Prec@1 38.281 (44.889)
Epoch: [10][300/391]	Time 0.308 (0.275)	Data 0.002 (0.002)	Loss 1.5091 (1.4968)	Prec@1 45.312 (45.139)
Epoch: [10][350/391]	Time 0.257 (0.275)	Data 0.001 (0.002)	Loss 1.4966 (1.4933)	Prec@1 46.875 (45.228)
Test: [0/79]	Time 0.268 (0.268)	Loss 1.4283 (1.4283)	Prec@1 47.656 (47.656)
Test: [50/79]	Time 0.035 (0.042)	Loss 1.6679 (1.5075)	Prec@1 41.406 (44.455)
 * Prec@1 44.870
current lr 1.00000e-01
Epoch: [11][0/391]	Time 0.561 (0.561)	Data 0.276 (0.276)	Loss 1.3227 (1.3227)	Prec@1 48.438 (48.438)
Epoch: [11][50/391]	Time 0.248 (0.280)	Data 0.004 (0.006)	Loss 1.2737 (1.4464)	Prec@1 56.250 (46.446)
Epoch: [11][100/391]	Time 0.256 (0.276)	Data 0.000 (0.003)	Loss 1.6119 (1.4576)	Prec@1 46.094 (46.419)
Epoch: [11][150/391]	Time 0.279 (0.277)	Data 0.001 (0.002)	Loss 1.4777 (1.4636)	Prec@1 44.531 (46.321)
Epoch: [11][200/391]	Time 0.314 (0.278)	Data 0.000 (0.002)	Loss 1.5886 (1.4597)	Prec@1 45.312 (46.537)
Epoch: [11][250/391]	Time 0.248 (0.279)	Data 0.001 (0.002)	Loss 1.4259 (1.4549)	Prec@1 43.750 (46.803)
Epoch: [11][300/391]	Time 0.266 (0.278)	Data 0.001 (0.002)	Loss 1.5373 (1.4509)	Prec@1 39.844 (46.966)
Epoch: [11][350/391]	Time 0.270 (0.277)	Data 0.000 (0.001)	Loss 1.4066 (1.4513)	Prec@1 46.094 (47.031)
Test: [0/79]	Time 0.251 (0.251)	Loss 1.3897 (1.3897)	Prec@1 49.219 (49.219)
Test: [50/79]	Time 0.039 (0.041)	Loss 1.4821 (1.5041)	Prec@1 44.531 (46.032)
 * Prec@1 46.080
current lr 1.00000e-01
Epoch: [12][0/391]	Time 0.581 (0.581)	Data 0.290 (0.290)	Loss 1.4155 (1.4155)	Prec@1 46.875 (46.875)
Epoch: [12][50/391]	Time 0.273 (0.285)	Data 0.001 (0.007)	Loss 1.4866 (1.4455)	Prec@1 44.531 (47.549)
Epoch: [12][100/391]	Time 0.278 (0.276)	Data 0.000 (0.004)	Loss 1.4210 (1.4328)	Prec@1 49.219 (48.051)
Epoch: [12][150/391]	Time 0.276 (0.274)	Data 0.000 (0.003)	Loss 1.4272 (1.4260)	Prec@1 51.562 (48.334)
Epoch: [12][200/391]	Time 0.313 (0.275)	Data 0.001 (0.002)	Loss 1.5790 (1.4240)	Prec@1 46.875 (48.511)
Epoch: [12][250/391]	Time 0.222 (0.273)	Data 0.000 (0.002)	Loss 1.4096 (1.4225)	Prec@1 46.094 (48.596)
Epoch: [12][300/391]	Time 0.335 (0.273)	Data 0.000 (0.002)	Loss 1.2731 (1.4216)	Prec@1 54.688 (48.687)
Epoch: [12][350/391]	Time 0.309 (0.275)	Data 0.000 (0.001)	Loss 1.3486 (1.4226)	Prec@1 50.781 (48.549)
Test: [0/79]	Time 0.241 (0.241)	Loss 1.3496 (1.3496)	Prec@1 47.656 (47.656)
Test: [50/79]	Time 0.021 (0.038)	Loss 1.5481 (1.4262)	Prec@1 35.938 (47.993)
 * Prec@1 47.970
current lr 1.00000e-01
Epoch: [13][0/391]	Time 0.526 (0.526)	Data 0.249 (0.249)	Loss 1.3729 (1.3729)	Prec@1 50.000 (50.000)
Epoch: [13][50/391]	Time 0.236 (0.283)	Data 0.000 (0.005)	Loss 1.2293 (1.3936)	Prec@1 53.906 (48.759)
Epoch: [13][100/391]	Time 0.294 (0.277)	Data 0.002 (0.003)	Loss 1.4364 (1.3930)	Prec@1 48.438 (48.925)
Epoch: [13][150/391]	Time 0.279 (0.276)	Data 0.000 (0.002)	Loss 1.3321 (1.3959)	Prec@1 49.219 (48.774)
Epoch: [13][200/391]	Time 0.279 (0.276)	Data 0.001 (0.002)	Loss 1.3080 (1.3925)	Prec@1 54.688 (48.993)
Epoch: [13][250/391]	Time 0.283 (0.278)	Data 0.001 (0.002)	Loss 1.3867 (1.3936)	Prec@1 46.875 (48.867)
Epoch: [13][300/391]	Time 0.267 (0.276)	Data 0.000 (0.001)	Loss 1.2817 (1.3890)	Prec@1 57.031 (49.154)
Epoch: [13][350/391]	Time 0.277 (0.276)	Data 0.000 (0.001)	Loss 1.4502 (1.3863)	Prec@1 55.469 (49.326)
Test: [0/79]	Time 0.285 (0.285)	Loss 1.2851 (1.2851)	Prec@1 57.031 (57.031)
Test: [50/79]	Time 0.038 (0.043)	Loss 1.3944 (1.3689)	Prec@1 46.094 (50.751)
 * Prec@1 50.560
current lr 1.00000e-01
Epoch: [14][0/391]	Time 0.560 (0.560)	Data 0.281 (0.281)	Loss 1.4828 (1.4828)	Prec@1 48.438 (48.438)
Epoch: [14][50/391]	Time 0.216 (0.277)	Data 0.000 (0.006)	Loss 1.4846 (1.3717)	Prec@1 44.531 (50.705)
