----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 848,954
Non-trainable params: 4,064
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 5.00000e-03
Epoch: [0][0/391]	Time 3.278 (3.278)	Data 0.330 (0.330)	Loss 2.9647 (2.9647)	Prec@1 10.938 (10.938)
Epoch: [0][50/391]	Time 0.331 (0.375)	Data 0.001 (0.011)	Loss 1.9388 (2.2474)	Prec@1 22.656 (17.080)
Epoch: [0][100/391]	Time 0.299 (0.344)	Data 0.001 (0.007)	Loss 1.8147 (2.0781)	Prec@1 29.688 (21.999)
Epoch: [0][150/391]	Time 0.304 (0.325)	Data 0.001 (0.006)	Loss 1.8581 (1.9847)	Prec@1 27.344 (25.186)
Epoch: [0][200/391]	Time 0.298 (0.319)	Data 0.001 (0.005)	Loss 1.7753 (1.9159)	Prec@1 33.594 (27.942)
Epoch: [0][250/391]	Time 0.260 (0.315)	Data 0.001 (0.005)	Loss 1.5896 (1.8689)	Prec@1 37.500 (29.790)
Epoch: [0][300/391]	Time 0.265 (0.310)	Data 0.001 (0.004)	Loss 1.7622 (1.8285)	Prec@1 34.375 (31.362)
Epoch: [0][350/391]	Time 0.301 (0.310)	Data 0.001 (0.004)	Loss 1.5854 (1.7937)	Prec@1 41.406 (32.888)
Test: [0/79]	Time 0.359 (0.359)	Loss 1.4984 (1.4984)	Prec@1 44.531 (44.531)
Test: [50/79]	Time 0.086 (0.085)	Loss 1.4828 (1.5354)	Prec@1 45.312 (43.030)
 * Prec@1 42.740
current lr 5.00000e-03
Epoch: [1][0/391]	Time 0.536 (0.536)	Data 0.265 (0.265)	Loss 1.6930 (1.6930)	Prec@1 45.312 (45.312)
Epoch: [1][50/391]	Time 0.319 (0.311)	Data 0.001 (0.009)	Loss 1.4325 (1.5106)	Prec@1 44.531 (44.194)
Epoch: [1][100/391]	Time 0.313 (0.307)	Data 0.002 (0.006)	Loss 1.3986 (1.5090)	Prec@1 49.219 (44.717)
Epoch: [1][150/391]	Time 0.301 (0.308)	Data 0.000 (0.005)	Loss 1.4267 (1.4935)	Prec@1 48.438 (44.945)
Epoch: [1][200/391]	Time 0.274 (0.303)	Data 0.001 (0.005)	Loss 1.3961 (1.4764)	Prec@1 53.906 (45.787)
Epoch: [1][250/391]	Time 0.300 (0.302)	Data 0.001 (0.004)	Loss 1.4117 (1.4602)	Prec@1 46.094 (46.470)
Epoch: [1][300/391]	Time 0.327 (0.303)	Data 0.007 (0.004)	Loss 1.4687 (1.4471)	Prec@1 38.281 (46.994)
Epoch: [1][350/391]	Time 0.293 (0.303)	Data 0.017 (0.004)	Loss 1.3273 (1.4344)	Prec@1 48.438 (47.463)
Test: [0/79]	Time 0.382 (0.382)	Loss 1.3581 (1.3581)	Prec@1 53.125 (53.125)
Test: [50/79]	Time 0.082 (0.090)	Loss 1.3569 (1.3570)	Prec@1 52.344 (51.072)
 * Prec@1 51.110
current lr 5.00000e-03
Epoch: [2][0/391]	Time 0.580 (0.580)	Data 0.290 (0.290)	Loss 1.2747 (1.2747)	Prec@1 54.688 (54.688)
Epoch: [2][50/391]	Time 0.270 (0.307)	Data 0.004 (0.009)	Loss 1.2030 (1.3020)	Prec@1 53.125 (52.757)
Epoch: [2][100/391]	Time 0.328 (0.308)	Data 0.002 (0.006)	Loss 1.4346 (1.2822)	Prec@1 48.438 (53.427)
Epoch: [2][150/391]	Time 0.296 (0.308)	Data 0.001 (0.005)	Loss 1.2147 (1.2784)	Prec@1 57.812 (53.725)
Epoch: [2][200/391]	Time 0.285 (0.307)	Data 0.001 (0.005)	Loss 1.1159 (1.2747)	Prec@1 55.469 (53.941)
Epoch: [2][250/391]	Time 0.315 (0.303)	Data 0.002 (0.004)	Loss 1.3973 (1.2660)	Prec@1 51.562 (54.311)
Epoch: [2][300/391]	Time 0.324 (0.304)	Data 0.001 (0.004)	Loss 1.1722 (1.2555)	Prec@1 53.906 (54.623)
Epoch: [2][350/391]	Time 0.316 (0.305)	Data 0.001 (0.004)	Loss 1.0740 (1.2450)	Prec@1 57.031 (54.979)
Test: [0/79]	Time 0.336 (0.336)	Loss 1.1225 (1.1225)	Prec@1 58.594 (58.594)
Test: [50/79]	Time 0.092 (0.089)	Loss 1.1940 (1.1768)	Prec@1 60.938 (57.261)
 * Prec@1 56.660
current lr 5.00000e-03
Epoch: [3][0/391]	Time 0.607 (0.607)	Data 0.310 (0.310)	Loss 1.1565 (1.1565)	Prec@1 63.281 (63.281)
Epoch: [3][50/391]	Time 0.309 (0.303)	Data 0.002 (0.010)	Loss 1.1456 (1.1435)	Prec@1 62.500 (59.176)
Epoch: [3][100/391]	Time 0.302 (0.298)	Data 0.003 (0.007)	Loss 1.2708 (1.1619)	Prec@1 60.156 (58.354)
Epoch: [3][150/391]	Time 0.318 (0.299)	Data 0.004 (0.006)	Loss 1.0696 (1.1471)	Prec@1 65.625 (58.796)
Epoch: [3][200/391]	Time 0.297 (0.302)	Data 0.002 (0.005)	Loss 1.3313 (1.1451)	Prec@1 53.906 (58.928)
Epoch: [3][250/391]	Time 0.271 (0.302)	Data 0.001 (0.004)	Loss 0.9852 (1.1336)	Prec@1 65.625 (59.319)
Epoch: [3][300/391]	Time 0.329 (0.303)	Data 0.010 (0.004)	Loss 1.3889 (1.1314)	Prec@1 52.344 (59.401)
Epoch: [3][350/391]	Time 0.277 (0.302)	Data 0.001 (0.004)	Loss 0.9855 (1.1264)	Prec@1 66.406 (59.560)
Test: [0/79]	Time 0.313 (0.313)	Loss 1.0493 (1.0493)	Prec@1 65.625 (65.625)
Test: [50/79]	Time 0.068 (0.083)	Loss 1.1172 (1.0882)	Prec@1 62.500 (61.259)
 * Prec@1 60.790
current lr 5.00000e-03
Epoch: [4][0/391]	Time 0.611 (0.611)	Data 0.309 (0.309)	Loss 0.8848 (0.8848)	Prec@1 67.969 (67.969)
Epoch: [4][50/391]	Time 0.272 (0.312)	Data 0.001 (0.009)	Loss 1.1348 (1.0747)	Prec@1 60.938 (61.489)
Epoch: [4][100/391]	Time 0.324 (0.306)	Data 0.006 (0.006)	Loss 1.0816 (1.0622)	Prec@1 63.281 (61.649)
Epoch: [4][150/391]	Time 0.310 (0.303)	Data 0.001 (0.005)	Loss 1.0310 (1.0515)	Prec@1 64.062 (62.159)
Epoch: [4][200/391]	Time 0.318 (0.302)	Data 0.001 (0.005)	Loss 1.0457 (1.0417)	Prec@1 65.625 (62.628)
Epoch: [4][250/391]	Time 0.351 (0.303)	Data 0.024 (0.005)	Loss 0.9529 (1.0378)	Prec@1 67.188 (62.883)
Epoch: [4][300/391]	Time 0.285 (0.302)	Data 0.009 (0.005)	Loss 0.9496 (1.0300)	Prec@1 68.750 (63.203)
Epoch: [4][350/391]	Time 0.288 (0.302)	Data 0.001 (0.005)	Loss 0.9509 (1.0229)	Prec@1 68.750 (63.393)
Test: [0/79]	Time 0.368 (0.368)	Loss 0.9262 (0.9262)	Prec@1 63.281 (63.281)
Test: [50/79]	Time 0.090 (0.091)	Loss 1.1037 (1.0211)	Prec@1 60.938 (63.312)
 * Prec@1 63.020
current lr 5.00000e-03
Epoch: [5][0/391]	Time 0.617 (0.617)	Data 0.313 (0.313)	Loss 1.1190 (1.1190)	Prec@1 62.500 (62.500)
Epoch: [5][50/391]	Time 0.294 (0.286)	Data 0.013 (0.011)	Loss 0.9958 (0.9898)	Prec@1 64.844 (64.614)
Epoch: [5][100/391]	Time 0.307 (0.297)	Data 0.006 (0.007)	Loss 0.9519 (0.9858)	Prec@1 68.750 (64.596)
Epoch: [5][150/391]	Time 0.308 (0.299)	Data 0.004 (0.006)	Loss 0.7815 (0.9742)	Prec@1 68.750 (65.087)
Epoch: [5][200/391]	Time 0.310 (0.301)	Data 0.001 (0.005)	Loss 0.8135 (0.9675)	Prec@1 67.188 (65.485)
Epoch: [5][250/391]	Time 0.328 (0.302)	Data 0.001 (0.005)	Loss 0.9845 (0.9670)	Prec@1 66.406 (65.566)
Epoch: [5][300/391]	Time 0.308 (0.302)	Data 0.003 (0.005)	Loss 0.9122 (0.9615)	Prec@1 72.656 (65.760)
Epoch: [5][350/391]	Time 0.331 (0.301)	Data 0.003 (0.005)	Loss 0.9710 (0.9548)	Prec@1 71.094 (66.015)
Test: [0/79]	Time 0.318 (0.318)	Loss 0.9168 (0.9168)	Prec@1 67.188 (67.188)
Test: [50/79]	Time 0.084 (0.087)	Loss 0.9301 (0.9977)	Prec@1 64.844 (65.043)
 * Prec@1 65.020
current lr 5.00000e-03
Epoch: [6][0/391]	Time 0.560 (0.560)	Data 0.264 (0.264)	Loss 0.9543 (0.9543)	Prec@1 68.750 (68.750)
Epoch: [6][50/391]	Time 0.304 (0.313)	Data 0.001 (0.008)	Loss 0.8958 (0.8980)	Prec@1 64.062 (67.907)
Epoch: [6][100/391]	Time 0.305 (0.302)	Data 0.004 (0.006)	Loss 0.7921 (0.8900)	Prec@1 72.656 (68.054)
Epoch: [6][150/391]	Time 0.300 (0.302)	Data 0.000 (0.005)	Loss 0.8583 (0.9018)	Prec@1 69.531 (67.622)
Epoch: [6][200/391]	Time 0.332 (0.304)	Data 0.008 (0.005)	Loss 0.9840 (0.8988)	Prec@1 66.406 (67.774)
Epoch: [6][250/391]	Time 0.313 (0.301)	Data 0.006 (0.005)	Loss 0.9767 (0.8901)	Prec@1 70.312 (68.043)
Epoch: [6][300/391]	Time 0.327 (0.303)	Data 0.000 (0.005)	Loss 0.8492 (0.8914)	Prec@1 70.312 (68.130)
Epoch: [6][350/391]	Time 0.296 (0.303)	Data 0.001 (0.005)	Loss 0.9829 (0.8893)	Prec@1 63.281 (68.243)
Test: [0/79]	Time 0.340 (0.340)	Loss 0.8945 (0.8945)	Prec@1 60.938 (60.938)
Test: [50/79]	Time 0.085 (0.091)	Loss 1.0347 (1.0035)	Prec@1 60.938 (65.181)
 * Prec@1 65.070
current lr 5.00000e-03
Epoch: [7][0/391]	Time 0.603 (0.603)	Data 0.315 (0.315)	Loss 1.1129 (1.1129)	Prec@1 62.500 (62.500)
Epoch: [7][50/391]	Time 0.298 (0.308)	Data 0.002 (0.010)	Loss 0.8740 (0.8414)	Prec@1 64.844 (69.945)
Epoch: [7][100/391]	Time 0.257 (0.307)	Data 0.001 (0.006)	Loss 0.9139 (0.8367)	Prec@1 68.750 (69.964)
Epoch: [7][150/391]	Time 0.312 (0.303)	Data 0.003 (0.005)	Loss 0.8476 (0.8388)	Prec@1 69.531 (69.847)
Epoch: [7][200/391]	Time 0.309 (0.305)	Data 0.001 (0.005)	Loss 0.9578 (0.8408)	Prec@1 68.750 (69.947)
Epoch: [7][250/391]	Time 0.318 (0.305)	Data 0.001 (0.004)	Loss 1.0285 (0.8416)	Prec@1 61.719 (70.082)
Epoch: [7][300/391]	Time 0.297 (0.302)	Data 0.001 (0.004)	Loss 0.8646 (0.8388)	Prec@1 70.312 (70.206)
Epoch: [7][350/391]	Time 0.326 (0.302)	Data 0.002 (0.004)	Loss 0.7135 (0.8370)	Prec@1 75.781 (70.377)
Test: [0/79]	Time 0.281 (0.281)	Loss 0.9253 (0.9253)	Prec@1 66.406 (66.406)
Test: [50/79]	Time 0.082 (0.088)	Loss 1.0927 (1.0330)	Prec@1 60.156 (66.039)
 * Prec@1 66.140
current lr 5.00000e-03
Epoch: [8][0/391]	Time 0.584 (0.584)	Data 0.323 (0.323)	Loss 0.7428 (0.7428)	Prec@1 74.219 (74.219)
Epoch: [8][50/391]	Time 0.310 (0.306)	Data 0.000 (0.008)	Loss 0.7482 (0.7890)	Prec@1 75.781 (71.722)
Epoch: [8][100/391]	Time 0.310 (0.309)	Data 0.005 (0.006)	Loss 0.8405 (0.7829)	Prec@1 74.219 (72.231)
Epoch: [8][150/391]	Time 0.284 (0.301)	Data 0.001 (0.005)	Loss 0.8108 (0.7815)	Prec@1 69.531 (72.304)
Epoch: [8][200/391]	Time 0.287 (0.303)	Data 0.001 (0.005)	Loss 0.7932 (0.7899)	Prec@1 74.219 (72.124)
Epoch: [8][250/391]	Time 0.293 (0.303)	Data 0.005 (0.004)	Loss 0.7963 (0.7906)	Prec@1 67.188 (72.177)
Epoch: [8][300/391]	Time 0.292 (0.302)	Data 0.001 (0.004)	Loss 0.8366 (0.7879)	Prec@1 71.875 (72.293)
Epoch: [8][350/391]	Time 0.302 (0.303)	Data 0.002 (0.004)	Loss 0.7341 (0.7866)	Prec@1 75.000 (72.360)
Test: [0/79]	Time 0.431 (0.431)	Loss 0.7712 (0.7712)	Prec@1 71.875 (71.875)
Test: [50/79]	Time 0.095 (0.087)	Loss 1.0098 (0.8470)	Prec@1 65.625 (70.466)
 * Prec@1 70.060
current lr 5.00000e-03
Epoch: [9][0/391]	Time 0.676 (0.676)	Data 0.357 (0.357)	Loss 0.7021 (0.7021)	Prec@1 73.438 (73.438)
Epoch: [9][50/391]	Time 0.284 (0.309)	Data 0.006 (0.011)	Loss 0.7672 (0.7766)	Prec@1 72.656 (72.089)
Epoch: [9][100/391]	Time 0.290 (0.306)	Data 0.004 (0.007)	Loss 0.6422 (0.7513)	Prec@1 77.344 (73.445)
Epoch: [9][150/391]	Time 0.298 (0.304)	Data 0.002 (0.006)	Loss 0.7696 (0.7600)	Prec@1 70.312 (73.158)
Epoch: [9][200/391]	Time 0.331 (0.302)	Data 0.004 (0.005)	Loss 0.7782 (0.7579)	Prec@1 72.656 (73.220)
Epoch: [9][250/391]	Time 0.286 (0.301)	Data 0.013 (0.005)	Loss 0.6879 (0.7527)	Prec@1 71.875 (73.425)
Epoch: [9][300/391]	Time 0.308 (0.302)	Data 0.000 (0.005)	Loss 0.6012 (0.7525)	Prec@1 82.812 (73.445)
Epoch: [9][350/391]	Time 0.325 (0.301)	Data 0.013 (0.005)	Loss 0.7399 (0.7509)	Prec@1 71.875 (73.529)
Test: [0/79]	Time 0.363 (0.363)	Loss 0.8584 (0.8584)	Prec@1 73.438 (73.438)
Test: [50/79]	Time 0.093 (0.090)	Loss 1.0241 (0.9131)	Prec@1 65.625 (69.608)
 * Prec@1 69.710
current lr 5.00000e-03
Epoch: [10][0/391]	Time 0.574 (0.574)	Data 0.299 (0.299)	Loss 0.6108 (0.6108)	Prec@1 76.562 (76.562)
Epoch: [10][50/391]	Time 0.280 (0.314)	Data 0.007 (0.009)	Loss 0.7534 (0.7378)	Prec@1 73.438 (74.249)
Epoch: [10][100/391]	Time 0.253 (0.297)	Data 0.003 (0.006)	Loss 0.6011 (0.7265)	Prec@1 78.125 (74.745)
Epoch: [10][150/391]	Time 0.301 (0.300)	Data 0.001 (0.005)	Loss 0.7725 (0.7227)	Prec@1 67.969 (74.602)
Epoch: [10][200/391]	Time 0.303 (0.300)	Data 0.002 (0.005)	Loss 0.8077 (0.7213)	Prec@1 67.969 (74.658)
Epoch: [10][250/391]	Time 0.284 (0.301)	Data 0.003 (0.005)	Loss 0.6089 (0.7181)	Prec@1 77.344 (74.711)
Epoch: [10][300/391]	Time 0.297 (0.301)	Data 0.001 (0.004)	Loss 0.7767 (0.7140)	Prec@1 73.438 (74.824)
Epoch: [10][350/391]	Time 0.282 (0.302)	Data 0.009 (0.004)	Loss 0.6200 (0.7126)	Prec@1 77.344 (74.849)
Test: [0/79]	Time 0.344 (0.344)	Loss 1.1805 (1.1805)	Prec@1 63.281 (63.281)
Test: [50/79]	Time 0.086 (0.091)	Loss 1.5445 (1.2800)	Prec@1 57.031 (62.500)
 * Prec@1 62.930
current lr 5.00000e-03
Epoch: [11][0/391]	Time 0.580 (0.580)	Data 0.292 (0.292)	Loss 0.6060 (0.6060)	Prec@1 79.688 (79.688)
Epoch: [11][50/391]	Time 0.295 (0.309)	Data 0.001 (0.009)	Loss 0.8465 (0.6901)	Prec@1 68.750 (75.169)
Epoch: [11][100/391]	Time 0.311 (0.305)	Data 0.000 (0.006)	Loss 0.6541 (0.6894)	Prec@1 78.906 (75.611)
Epoch: [11][150/391]	Time 0.329 (0.302)	Data 0.001 (0.005)	Loss 0.6480 (0.6835)	Prec@1 79.688 (75.854)
Epoch: [11][200/391]	Time 0.272 (0.303)	Data 0.000 (0.005)	Loss 0.5869 (0.6860)	Prec@1 78.125 (75.812)
Epoch: [11][250/391]	Time 0.322 (0.303)	Data 0.005 (0.004)	Loss 0.7432 (0.6838)	Prec@1 75.000 (76.121)
Epoch: [11][300/391]	Time 0.306 (0.300)	Data 0.001 (0.004)	Loss 0.6396 (0.6820)	Prec@1 77.344 (76.155)
Epoch: [11][350/391]	Time 0.329 (0.302)	Data 0.002 (0.004)	Loss 0.7143 (0.6804)	Prec@1 76.562 (76.231)
Test: [0/79]	Time 0.342 (0.342)	Loss 0.6189 (0.6189)	Prec@1 76.562 (76.562)
Test: [50/79]	Time 0.078 (0.090)	Loss 0.8446 (0.7611)	Prec@1 75.000 (74.020)
 * Prec@1 74.440
current lr 5.00000e-03
Epoch: [12][0/391]	Time 0.529 (0.529)	Data 0.264 (0.264)	Loss 0.6321 (0.6321)	Prec@1 80.469 (80.469)
Epoch: [12][50/391]	Time 0.281 (0.307)	Data 0.003 (0.008)	Loss 0.5870 (0.6556)	Prec@1 79.688 (77.191)
Epoch: [12][100/391]	Time 0.287 (0.297)	Data 0.001 (0.006)	Loss 0.5471 (0.6559)	Prec@1 78.125 (77.104)
Epoch: [12][150/391]	Time 0.295 (0.300)	Data 0.001 (0.005)	Loss 0.6804 (0.6559)	Prec@1 78.125 (77.121)
Epoch: [12][200/391]	Time 0.312 (0.299)	Data 0.001 (0.005)	Loss 0.5749 (0.6528)	Prec@1 80.469 (77.282)
Epoch: [12][250/391]	Time 0.308 (0.300)	Data 0.004 (0.005)	Loss 0.6165 (0.6511)	Prec@1 78.125 (77.403)
Epoch: [12][300/391]	Time 0.302 (0.301)	Data 0.003 (0.005)	Loss 0.5109 (0.6504)	Prec@1 83.594 (77.323)
Epoch: [12][350/391]	Time 0.286 (0.298)	Data 0.001 (0.005)	Loss 0.6329 (0.6486)	Prec@1 81.250 (77.444)
Test: [0/79]	Time 0.372 (0.372)	Loss 0.6202 (0.6202)	Prec@1 75.781 (75.781)
Test: [50/79]	Time 0.094 (0.091)	Loss 0.7665 (0.7481)	Prec@1 78.906 (74.847)
 * Prec@1 74.730
current lr 5.00000e-03
Epoch: [13][0/391]	Time 0.658 (0.658)	Data 0.360 (0.360)	Loss 0.5659 (0.5659)	Prec@1 78.906 (78.906)
Epoch: [13][50/391]	Time 0.227 (0.306)	Data 0.014 (0.011)	Loss 0.5862 (0.6366)	Prec@1 78.906 (77.451)
Epoch: [13][100/391]	Time 0.288 (0.297)	Data 0.005 (0.008)	Loss 0.6396 (0.6309)	Prec@1 77.344 (77.692)
Epoch: [13][150/391]	Time 0.303 (0.301)	Data 0.000 (0.007)	Loss 0.6430 (0.6351)	Prec@1 77.344 (77.514)
Epoch: [13][200/391]	Time 0.296 (0.299)	Data 0.016 (0.007)	Loss 0.6119 (0.6360)	Prec@1 80.469 (77.577)
Epoch: [13][250/391]	Time 0.288 (0.298)	Data 0.002 (0.006)	Loss 0.6513 (0.6323)	Prec@1 77.344 (77.776)
Epoch: [13][300/391]	Time 0.323 (0.298)	Data 0.002 (0.006)	Loss 0.6235 (0.6309)	Prec@1 81.250 (77.876)
Epoch: [13][350/391]	Time 0.314 (0.299)	Data 0.012 (0.006)	Loss 0.6818 (0.6322)	Prec@1 77.344 (77.882)
Test: [0/79]	Time 0.436 (0.436)	Loss 0.7912 (0.7912)	Prec@1 73.438 (73.438)
Test: [50/79]	Time 0.086 (0.094)	Loss 0.8414 (0.8017)	Prec@1 72.656 (74.249)
 * Prec@1 74.190
current lr 5.00000e-03
Epoch: [14][0/391]	Time 0.563 (0.563)	Data 0.300 (0.300)	Loss 0.4292 (0.4292)	Prec@1 85.156 (85.156)
Epoch: [14][50/391]	Time 0.252 (0.292)	Data 0.004 (0.010)	Loss 0.7251 (0.6148)	Prec@1 79.688 (78.906)
