----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
      BatchNorm2d-95             [-1, 64, 8, 8]             128
           Conv2d-96             [-1, 64, 8, 8]          36,864
      BatchNorm2d-97             [-1, 64, 8, 8]             128
      LambdaLayer-98             [-1, 64, 8, 8]               0
       BasicBlock-99             [-1, 64, 8, 8]               0
          Conv2d-100             [-1, 64, 8, 8]          36,864
     BatchNorm2d-101             [-1, 64, 8, 8]             128
          Conv2d-102             [-1, 64, 8, 8]          36,864
     BatchNorm2d-103             [-1, 64, 8, 8]             128
      BasicBlock-104             [-1, 64, 8, 8]               0
          Conv2d-105             [-1, 64, 8, 8]          36,864
     BatchNorm2d-106             [-1, 64, 8, 8]             128
          Conv2d-107             [-1, 64, 8, 8]          36,864
     BatchNorm2d-108             [-1, 64, 8, 8]             128
      BasicBlock-109             [-1, 64, 8, 8]               0
          Conv2d-110             [-1, 64, 8, 8]          36,864
     BatchNorm2d-111             [-1, 64, 8, 8]             128
          Conv2d-112             [-1, 64, 8, 8]          36,864
     BatchNorm2d-113             [-1, 64, 8, 8]             128
      BasicBlock-114             [-1, 64, 8, 8]               0
          Conv2d-115             [-1, 64, 8, 8]          36,864
     BatchNorm2d-116             [-1, 64, 8, 8]             128
          Conv2d-117             [-1, 64, 8, 8]          36,864
     BatchNorm2d-118             [-1, 64, 8, 8]             128
      BasicBlock-119             [-1, 64, 8, 8]               0
          Conv2d-120             [-1, 64, 8, 8]          36,864
     BatchNorm2d-121             [-1, 64, 8, 8]             128
          Conv2d-122             [-1, 64, 8, 8]          36,864
     BatchNorm2d-123             [-1, 64, 8, 8]             128
      BasicBlock-124             [-1, 64, 8, 8]               0
          Conv2d-125             [-1, 64, 8, 8]          36,864
     BatchNorm2d-126             [-1, 64, 8, 8]             128
          Conv2d-127             [-1, 64, 8, 8]          36,864
     BatchNorm2d-128             [-1, 64, 8, 8]             128
      BasicBlock-129             [-1, 64, 8, 8]               0
          Conv2d-130             [-1, 64, 8, 8]          36,864
     BatchNorm2d-131             [-1, 64, 8, 8]             128
          Conv2d-132             [-1, 64, 8, 8]          36,864
     BatchNorm2d-133             [-1, 64, 8, 8]             128
      BasicBlock-134             [-1, 64, 8, 8]               0
          Conv2d-135             [-1, 64, 8, 8]          36,864
     BatchNorm2d-136             [-1, 64, 8, 8]             128
          Conv2d-137             [-1, 64, 8, 8]          36,864
     BatchNorm2d-138             [-1, 64, 8, 8]             128
      BasicBlock-139             [-1, 64, 8, 8]               0
          Linear-140                   [-1, 10]             650
================================================================
Total params: 853,018
Trainable params: 853,018
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.01
Forward/backward pass size (MB): 10.19
Params size (MB): 3.25
Estimated Total Size (MB): 13.45
----------------------------------------------------------------
=> no checkpoint found at 'None'
Files already downloaded and verified
current lr 1.00000e-01
Epoch: [0][0/391]	Time 1.136 (1.136)	Data 0.283 (0.283)	Loss 3.4428 (3.4428)	Prec@1 10.156 (10.156)
Epoch: [0][50/391]	Time 0.124 (0.150)	Data 0.000 (0.006)	Loss 1.7716 (2.2871)	Prec@1 32.812 (18.765)
Epoch: [0][100/391]	Time 0.144 (0.143)	Data 0.001 (0.004)	Loss 1.7905 (2.0669)	Prec@1 35.938 (24.373)
Epoch: [0][150/391]	Time 0.136 (0.140)	Data 0.001 (0.003)	Loss 1.7788 (1.9735)	Prec@1 33.594 (27.018)
Epoch: [0][200/391]	Time 0.132 (0.139)	Data 0.000 (0.002)	Loss 1.5644 (1.8922)	Prec@1 37.500 (29.734)
Epoch: [0][250/391]	Time 0.128 (0.138)	Data 0.001 (0.002)	Loss 1.4994 (1.8398)	Prec@1 44.531 (31.664)
Epoch: [0][300/391]	Time 0.128 (0.135)	Data 0.000 (0.002)	Loss 1.6362 (1.7959)	Prec@1 43.750 (33.402)
Epoch: [0][350/391]	Time 0.148 (0.135)	Data 0.000 (0.002)	Loss 1.3112 (1.7508)	Prec@1 50.781 (35.123)
Test: [0/79]	Time 0.209 (0.209)	Loss 1.5087 (1.5087)	Prec@1 49.219 (49.219)
Test: [50/79]	Time 0.029 (0.037)	Loss 1.5025 (1.5184)	Prec@1 42.188 (45.650)
 * Prec@1 45.480
current lr 1.00000e-01
Epoch: [1][0/391]	Time 0.290 (0.290)	Data 0.158 (0.158)	Loss 1.4132 (1.4132)	Prec@1 45.312 (45.312)
Epoch: [1][50/391]	Time 0.129 (0.137)	Data 0.000 (0.004)	Loss 1.2555 (1.3926)	Prec@1 53.125 (48.392)
Epoch: [1][100/391]	Time 0.132 (0.133)	Data 0.001 (0.002)	Loss 1.2612 (1.3691)	Prec@1 52.344 (49.528)
Epoch: [1][150/391]	Time 0.094 (0.132)	Data 0.000 (0.002)	Loss 1.4298 (1.3540)	Prec@1 50.781 (50.347)
Epoch: [1][200/391]	Time 0.140 (0.132)	Data 0.001 (0.002)	Loss 1.0136 (1.3252)	Prec@1 64.062 (51.625)
Epoch: [1][250/391]	Time 0.129 (0.133)	Data 0.000 (0.001)	Loss 1.1092 (1.3020)	Prec@1 60.156 (52.695)
Epoch: [1][300/391]	Time 0.126 (0.133)	Data 0.001 (0.001)	Loss 1.3142 (1.2768)	Prec@1 57.031 (53.769)
Epoch: [1][350/391]	Time 0.131 (0.133)	Data 0.000 (0.001)	Loss 1.2204 (1.2552)	Prec@1 53.125 (54.527)
Test: [0/79]	Time 0.222 (0.222)	Loss 1.2440 (1.2440)	Prec@1 58.594 (58.594)
Test: [50/79]	Time 0.029 (0.037)	Loss 1.2891 (1.2954)	Prec@1 54.688 (56.832)
 * Prec@1 56.720
current lr 1.00000e-01
Epoch: [2][0/391]	Time 0.310 (0.310)	Data 0.187 (0.187)	Loss 1.1818 (1.1818)	Prec@1 57.031 (57.031)
Epoch: [2][50/391]	Time 0.127 (0.131)	Data 0.001 (0.005)	Loss 0.8628 (1.0301)	Prec@1 71.875 (63.067)
Epoch: [2][100/391]	Time 0.145 (0.131)	Data 0.000 (0.003)	Loss 1.1026 (1.0183)	Prec@1 63.281 (63.637)
Epoch: [2][150/391]	Time 0.132 (0.132)	Data 0.000 (0.002)	Loss 0.8656 (1.0087)	Prec@1 71.094 (64.068)
Epoch: [2][200/391]	Time 0.141 (0.131)	Data 0.001 (0.002)	Loss 1.0892 (0.9948)	Prec@1 65.625 (64.739)
Epoch: [2][250/391]	Time 0.141 (0.132)	Data 0.000 (0.002)	Loss 1.0259 (0.9835)	Prec@1 64.062 (65.037)
Epoch: [2][300/391]	Time 0.139 (0.132)	Data 0.001 (0.002)	Loss 0.8803 (0.9737)	Prec@1 64.844 (65.324)
Epoch: [2][350/391]	Time 0.136 (0.133)	Data 0.004 (0.002)	Loss 0.8149 (0.9584)	Prec@1 71.094 (65.921)
Test: [0/79]	Time 0.245 (0.245)	Loss 0.9841 (0.9841)	Prec@1 63.281 (63.281)
Test: [50/79]	Time 0.037 (0.039)	Loss 1.1311 (1.0922)	Prec@1 64.062 (63.695)
 * Prec@1 63.340
current lr 1.00000e-01
Epoch: [3][0/391]	Time 0.325 (0.325)	Data 0.195 (0.195)	Loss 0.7812 (0.7812)	Prec@1 70.312 (70.312)
Epoch: [3][50/391]	Time 0.131 (0.139)	Data 0.001 (0.005)	Loss 0.7973 (0.8027)	Prec@1 71.875 (71.308)
Epoch: [3][100/391]	Time 0.144 (0.137)	Data 0.002 (0.003)	Loss 0.8477 (0.8161)	Prec@1 67.969 (70.815)
Epoch: [3][150/391]	Time 0.134 (0.136)	Data 0.001 (0.002)	Loss 0.7184 (0.8107)	Prec@1 75.000 (71.026)
Epoch: [3][200/391]	Time 0.149 (0.138)	Data 0.004 (0.002)	Loss 0.8122 (0.7997)	Prec@1 67.969 (71.580)
Epoch: [3][250/391]	Time 0.103 (0.138)	Data 0.000 (0.002)	Loss 0.6295 (0.7949)	Prec@1 80.469 (71.859)
Epoch: [3][300/391]	Time 0.133 (0.136)	Data 0.000 (0.002)	Loss 0.7567 (0.7891)	Prec@1 75.000 (72.059)
Epoch: [3][350/391]	Time 0.266 (0.143)	Data 0.000 (0.002)	Loss 0.5624 (0.7839)	Prec@1 80.469 (72.202)
Test: [0/79]	Time 0.317 (0.317)	Loss 0.8808 (0.8808)	Prec@1 71.094 (71.094)
Test: [50/79]	Time 0.075 (0.073)	Loss 0.9208 (0.9456)	Prec@1 71.094 (69.271)
 * Prec@1 69.360
current lr 1.00000e-01
Epoch: [4][0/391]	Time 0.437 (0.437)	Data 0.193 (0.193)	Loss 0.8333 (0.8333)	Prec@1 69.531 (69.531)
Epoch: [4][50/391]	Time 0.279 (0.278)	Data 0.001 (0.006)	Loss 0.8234 (0.7033)	Prec@1 67.969 (75.153)
Epoch: [4][100/391]	Time 0.278 (0.277)	Data 0.003 (0.004)	Loss 0.7045 (0.6954)	Prec@1 76.562 (75.627)
Epoch: [4][150/391]	Time 0.280 (0.276)	Data 0.001 (0.003)	Loss 0.7337 (0.7035)	Prec@1 78.906 (75.398)
Epoch: [4][200/391]	Time 0.298 (0.275)	Data 0.016 (0.003)	Loss 0.6262 (0.6946)	Prec@1 77.344 (75.731)
Epoch: [4][250/391]	Time 0.280 (0.274)	Data 0.000 (0.003)	Loss 0.6900 (0.6898)	Prec@1 77.344 (75.872)
Epoch: [4][300/391]	Time 0.278 (0.274)	Data 0.001 (0.003)	Loss 0.5893 (0.6846)	Prec@1 79.688 (76.051)
Epoch: [4][350/391]	Time 0.256 (0.274)	Data 0.001 (0.003)	Loss 0.8180 (0.6845)	Prec@1 71.875 (76.039)
Test: [0/79]	Time 0.211 (0.211)	Loss 0.5482 (0.5482)	Prec@1 81.250 (81.250)
Test: [50/79]	Time 0.069 (0.073)	Loss 0.7735 (0.7126)	Prec@1 74.219 (76.440)
 * Prec@1 76.440
current lr 1.00000e-01
Epoch: [5][0/391]	Time 0.485 (0.485)	Data 0.224 (0.224)	Loss 0.6267 (0.6267)	Prec@1 75.781 (75.781)
Epoch: [5][50/391]	Time 0.245 (0.272)	Data 0.001 (0.006)	Loss 0.4970 (0.6299)	Prec@1 82.031 (78.217)
Epoch: [5][100/391]	Time 0.283 (0.270)	Data 0.000 (0.004)	Loss 0.5651 (0.6182)	Prec@1 78.906 (78.504)
Epoch: [5][150/391]	Time 0.271 (0.272)	Data 0.001 (0.004)	Loss 0.6550 (0.6200)	Prec@1 78.125 (78.353)
Epoch: [5][200/391]	Time 0.268 (0.271)	Data 0.001 (0.003)	Loss 0.4696 (0.6122)	Prec@1 83.594 (78.409)
Epoch: [5][250/391]	Time 0.264 (0.268)	Data 0.002 (0.003)	Loss 0.5334 (0.6122)	Prec@1 82.031 (78.508)
Epoch: [5][300/391]	Time 0.271 (0.267)	Data 0.001 (0.003)	Loss 0.7490 (0.6102)	Prec@1 79.688 (78.553)
Epoch: [5][350/391]	Time 0.259 (0.267)	Data 0.001 (0.002)	Loss 0.6309 (0.6072)	Prec@1 79.688 (78.710)
Test: [0/79]	Time 0.314 (0.314)	Loss 0.5297 (0.5297)	Prec@1 82.812 (82.812)
Test: [50/79]	Time 0.074 (0.076)	Loss 0.8302 (0.7175)	Prec@1 71.875 (75.735)
 * Prec@1 75.660
current lr 1.00000e-01
Epoch: [6][0/391]	Time 0.525 (0.525)	Data 0.260 (0.260)	Loss 0.5602 (0.5602)	Prec@1 76.562 (76.562)
Epoch: [6][50/391]	Time 0.267 (0.281)	Data 0.001 (0.007)	Loss 0.4393 (0.5876)	Prec@1 84.375 (79.167)
Epoch: [6][100/391]	Time 0.283 (0.279)	Data 0.000 (0.005)	Loss 0.6181 (0.5805)	Prec@1 79.688 (79.672)
Epoch: [6][150/391]	Time 0.273 (0.277)	Data 0.001 (0.004)	Loss 0.4896 (0.5739)	Prec@1 82.812 (79.915)
Epoch: [6][200/391]	Time 0.277 (0.276)	Data 0.001 (0.003)	Loss 0.4058 (0.5617)	Prec@1 88.281 (80.434)
Epoch: [6][250/391]	Time 0.270 (0.274)	Data 0.001 (0.003)	Loss 0.5598 (0.5617)	Prec@1 80.469 (80.428)
Epoch: [6][300/391]	Time 0.279 (0.272)	Data 0.003 (0.003)	Loss 0.6387 (0.5577)	Prec@1 74.219 (80.588)
Epoch: [6][350/391]	Time 0.275 (0.272)	Data 0.001 (0.003)	Loss 0.8110 (0.5562)	Prec@1 71.094 (80.629)
Test: [0/79]	Time 0.259 (0.259)	Loss 0.5666 (0.5666)	Prec@1 81.250 (81.250)
Test: [50/79]	Time 0.077 (0.072)	Loss 0.7995 (0.6408)	Prec@1 74.219 (78.631)
 * Prec@1 78.710
current lr 1.00000e-01
Epoch: [7][0/391]	Time 0.486 (0.486)	Data 0.213 (0.213)	Loss 0.5497 (0.5497)	Prec@1 82.812 (82.812)
Epoch: [7][50/391]	Time 0.280 (0.281)	Data 0.000 (0.005)	Loss 0.4443 (0.5006)	Prec@1 82.812 (82.552)
Epoch: [7][100/391]	Time 0.245 (0.275)	Data 0.001 (0.003)	Loss 0.7111 (0.5166)	Prec@1 72.656 (81.923)
Epoch: [7][150/391]	Time 0.269 (0.274)	Data 0.004 (0.003)	Loss 0.5463 (0.5150)	Prec@1 82.031 (82.016)
Epoch: [7][200/391]	Time 0.268 (0.272)	Data 0.001 (0.003)	Loss 0.5838 (0.5128)	Prec@1 78.125 (82.299)
Epoch: [7][250/391]	Time 0.290 (0.272)	Data 0.001 (0.003)	Loss 0.3460 (0.5153)	Prec@1 88.281 (82.150)
Epoch: [7][300/391]	Time 0.260 (0.273)	Data 0.002 (0.003)	Loss 0.4674 (0.5181)	Prec@1 84.375 (82.107)
Epoch: [7][350/391]	Time 0.257 (0.272)	Data 0.001 (0.003)	Loss 0.4465 (0.5171)	Prec@1 83.594 (82.085)
Test: [0/79]	Time 0.280 (0.280)	Loss 0.7281 (0.7281)	Prec@1 74.219 (74.219)
Test: [50/79]	Time 0.071 (0.076)	Loss 0.9752 (0.8822)	Prec@1 70.312 (72.947)
 * Prec@1 72.920
current lr 1.00000e-01
Epoch: [8][0/391]	Time 0.508 (0.508)	Data 0.242 (0.242)	Loss 0.5032 (0.5032)	Prec@1 80.469 (80.469)
Epoch: [8][50/391]	Time 0.259 (0.276)	Data 0.001 (0.006)	Loss 0.3987 (0.4864)	Prec@1 88.281 (83.073)
Epoch: [8][100/391]	Time 0.277 (0.273)	Data 0.001 (0.004)	Loss 0.3277 (0.4830)	Prec@1 88.281 (83.083)
Epoch: [8][150/391]	Time 0.272 (0.273)	Data 0.000 (0.003)	Loss 0.5997 (0.4900)	Prec@1 81.250 (83.014)
Epoch: [8][200/391]	Time 0.297 (0.273)	Data 0.016 (0.003)	Loss 0.4061 (0.4855)	Prec@1 84.375 (83.178)
Epoch: [8][250/391]	Time 0.267 (0.273)	Data 0.001 (0.003)	Loss 0.5112 (0.4838)	Prec@1 82.031 (83.258)
Epoch: [8][300/391]	Time 0.259 (0.273)	Data 0.001 (0.002)	Loss 0.5149 (0.4855)	Prec@1 82.812 (83.246)
Epoch: [8][350/391]	Time 0.264 (0.273)	Data 0.002 (0.002)	Loss 0.5482 (0.4860)	Prec@1 80.469 (83.211)
Test: [0/79]	Time 0.282 (0.282)	Loss 0.4666 (0.4666)	Prec@1 85.156 (85.156)
Test: [50/79]	Time 0.073 (0.076)	Loss 0.6155 (0.5705)	Prec@1 78.125 (80.867)
 * Prec@1 80.310
current lr 1.00000e-01
Epoch: [9][0/391]	Time 0.515 (0.515)	Data 0.251 (0.251)	Loss 0.4022 (0.4022)	Prec@1 87.500 (87.500)
Epoch: [9][50/391]	Time 0.266 (0.276)	Data 0.001 (0.006)	Loss 0.4014 (0.4679)	Prec@1 86.719 (83.686)
Epoch: [9][100/391]	Time 0.273 (0.269)	Data 0.001 (0.004)	Loss 0.3383 (0.4540)	Prec@1 89.062 (84.081)
Epoch: [9][150/391]	Time 0.269 (0.270)	Data 0.001 (0.004)	Loss 0.4522 (0.4534)	Prec@1 82.812 (84.163)
Epoch: [9][200/391]	Time 0.258 (0.269)	Data 0.001 (0.003)	Loss 0.5037 (0.4534)	Prec@1 85.938 (84.192)
Epoch: [9][250/391]	Time 0.264 (0.271)	Data 0.001 (0.003)	Loss 0.4422 (0.4547)	Prec@1 84.375 (84.135)
Epoch: [9][300/391]	Time 0.259 (0.270)	Data 0.001 (0.003)	Loss 0.4305 (0.4581)	Prec@1 85.938 (83.970)
Epoch: [9][350/391]	Time 0.268 (0.270)	Data 0.001 (0.003)	Loss 0.5167 (0.4575)	Prec@1 82.031 (84.083)
Test: [0/79]	Time 0.295 (0.295)	Loss 0.5487 (0.5487)	Prec@1 82.031 (82.031)
Test: [50/79]	Time 0.065 (0.075)	Loss 0.8113 (0.6777)	Prec@1 78.125 (77.987)
 * Prec@1 77.730
current lr 1.00000e-01
Epoch: [10][0/391]	Time 0.451 (0.451)	Data 0.188 (0.188)	Loss 0.3576 (0.3576)	Prec@1 90.625 (90.625)
Epoch: [10][50/391]	Time 0.275 (0.280)	Data 0.001 (0.005)	Loss 0.4863 (0.4116)	Prec@1 85.938 (85.846)
Epoch: [10][100/391]	Time 0.269 (0.278)	Data 0.002 (0.004)	Loss 0.3937 (0.4102)	Prec@1 85.156 (85.783)
Epoch: [10][150/391]	Time 0.274 (0.277)	Data 0.002 (0.003)	Loss 0.3954 (0.4214)	Prec@1 86.719 (85.348)
Epoch: [10][200/391]	Time 0.284 (0.276)	Data 0.001 (0.003)	Loss 0.4635 (0.4268)	Prec@1 83.594 (85.234)
Epoch: [10][250/391]	Time 0.279 (0.274)	Data 0.000 (0.003)	Loss 0.4127 (0.4296)	Prec@1 82.812 (85.110)
Epoch: [10][300/391]	Time 0.242 (0.273)	Data 0.001 (0.002)	Loss 0.4806 (0.4316)	Prec@1 81.250 (85.029)
Epoch: [10][350/391]	Time 0.277 (0.273)	Data 0.001 (0.002)	Loss 0.4079 (0.4332)	Prec@1 89.844 (84.994)
Test: [0/79]	Time 0.252 (0.252)	Loss 0.5378 (0.5378)	Prec@1 84.375 (84.375)
Test: [50/79]	Time 0.074 (0.072)	Loss 0.6201 (0.5560)	Prec@1 78.906 (82.108)
 * Prec@1 81.920
current lr 1.00000e-01
Epoch: [11][0/391]	Time 0.432 (0.432)	Data 0.170 (0.170)	Loss 0.4937 (0.4937)	Prec@1 85.156 (85.156)
Epoch: [11][50/391]	Time 0.268 (0.278)	Data 0.001 (0.005)	Loss 0.3608 (0.4004)	Prec@1 89.844 (86.412)
Epoch: [11][100/391]	Time 0.261 (0.271)	Data 0.001 (0.004)	Loss 0.4175 (0.4035)	Prec@1 85.156 (86.146)
Epoch: [11][150/391]	Time 0.273 (0.272)	Data 0.001 (0.003)	Loss 0.5520 (0.4051)	Prec@1 80.469 (86.134)
Epoch: [11][200/391]	Time 0.282 (0.272)	Data 0.001 (0.003)	Loss 0.3550 (0.4083)	Prec@1 87.500 (85.972)
Epoch: [11][250/391]	Time 0.273 (0.273)	Data 0.002 (0.003)	Loss 0.4158 (0.4163)	Prec@1 82.031 (85.632)
Epoch: [11][300/391]	Time 0.272 (0.271)	Data 0.001 (0.003)	Loss 0.3715 (0.4129)	Prec@1 87.500 (85.727)
Epoch: [11][350/391]	Time 0.241 (0.272)	Data 0.001 (0.002)	Loss 0.4622 (0.4128)	Prec@1 84.375 (85.762)
Test: [0/79]	Time 0.281 (0.281)	Loss 0.3293 (0.3293)	Prec@1 87.500 (87.500)
Test: [50/79]	Time 0.063 (0.075)	Loss 0.7120 (0.5003)	Prec@1 79.688 (83.150)
 * Prec@1 82.860
current lr 1.00000e-01
Epoch: [12][0/391]	Time 0.512 (0.512)	Data 0.242 (0.242)	Loss 0.4005 (0.4005)	Prec@1 85.938 (85.938)
Epoch: [12][50/391]	Time 0.276 (0.279)	Data 0.000 (0.006)	Loss 0.4060 (0.3874)	Prec@1 84.375 (86.489)
Epoch: [12][100/391]	Time 0.270 (0.276)	Data 0.009 (0.004)	Loss 0.3372 (0.4024)	Prec@1 88.281 (86.023)
Epoch: [12][150/391]	Time 0.273 (0.274)	Data 0.000 (0.004)	Loss 0.4183 (0.4007)	Prec@1 85.156 (86.103)
Epoch: [12][200/391]	Time 0.262 (0.275)	Data 0.002 (0.003)	Loss 0.3756 (0.3992)	Prec@1 87.500 (86.035)
Epoch: [12][250/391]	Time 0.258 (0.274)	Data 0.001 (0.003)	Loss 0.4922 (0.4005)	Prec@1 85.156 (86.015)
Epoch: [12][300/391]	Time 0.278 (0.271)	Data 0.001 (0.003)	Loss 0.2244 (0.3977)	Prec@1 94.531 (86.093)
Epoch: [12][350/391]	Time 0.275 (0.271)	Data 0.000 (0.003)	Loss 0.5005 (0.3992)	Prec@1 83.594 (86.004)
Test: [0/79]	Time 0.241 (0.241)	Loss 0.6296 (0.6296)	Prec@1 79.688 (79.688)
Test: [50/79]	Time 0.067 (0.074)	Loss 0.8489 (0.7636)	Prec@1 80.469 (77.145)
 * Prec@1 77.070
current lr 1.00000e-01
Epoch: [13][0/391]	Time 0.511 (0.511)	Data 0.238 (0.238)	Loss 0.3060 (0.3060)	Prec@1 88.281 (88.281)
Epoch: [13][50/391]	Time 0.274 (0.272)	Data 0.001 (0.006)	Loss 0.3491 (0.3835)	Prec@1 88.281 (86.550)
Epoch: [13][100/391]	Time 0.262 (0.273)	Data 0.002 (0.004)	Loss 0.3879 (0.3691)	Prec@1 84.375 (87.106)
Epoch: [13][150/391]	Time 0.245 (0.273)	Data 0.001 (0.003)	Loss 0.4007 (0.3718)	Prec@1 85.938 (86.952)
Epoch: [13][200/391]	Time 0.270 (0.272)	Data 0.000 (0.003)	Loss 0.5393 (0.3771)	Prec@1 79.688 (86.777)
Epoch: [13][250/391]	Time 0.261 (0.272)	Data 0.000 (0.003)	Loss 0.3248 (0.3845)	Prec@1 90.625 (86.641)
Epoch: [13][300/391]	Time 0.284 (0.272)	Data 0.001 (0.003)	Loss 0.3784 (0.3876)	Prec@1 85.938 (86.558)
Epoch: [13][350/391]	Time 0.280 (0.272)	Data 0.001 (0.003)	Loss 0.4969 (0.3866)	Prec@1 85.938 (86.478)
Test: [0/79]	Time 0.263 (0.263)	Loss 0.5792 (0.5792)	Prec@1 76.562 (76.562)
Test: [50/79]	Time 0.063 (0.075)	Loss 0.8640 (0.6718)	Prec@1 75.781 (79.473)
 * Prec@1 79.560
current lr 1.00000e-01
Epoch: [14][0/391]	Time 0.477 (0.477)	Data 0.216 (0.216)	Loss 0.2812 (0.2812)	Prec@1 92.188 (92.188)
Epoch: [14][50/391]	Time 0.269 (0.280)	Data 0.004 (0.007)	Loss 0.3659 (0.3893)	Prec@1 85.938 (86.412)
